symbol,hgnc_id,entrez_id
FAM182A,16222,284800
FAM182B,34503,728882
FAM183A,34347,440585
FAM183BP,34511,340286
FAM183DP,51331,101060105
FAM183EP,51332,107403081
FAM184A,20991,79632
FAM184B,29235,27146
FAM185A,22412,222234
FAM185BP,21813,641808
FAM186A,26980,121006
FAM186B,25296,84070
FAM187A,35153,100528020
FAM187B,26366,148109
FAM187B2P,49213,100421621
FAM189A1,29075,23359
FAM189A2,24820,9413
FAM189B,1233,10712
FAM192BP,37194,152667
FAM193A,16822,8603
FAM193B,25524,54540
FAM193B-DT,55212,105377750
FAM197Y1,37464,100289265
FAM197Y2,18848,252946
FAM197Y3,37465,107987341
FAM197Y4,37466,100289188
FAM197Y5,37467,100289150
FAM197Y6,37468,105379270
FAM197Y7,37469,105379269
FAM197Y8,37470,105379268
FAM197Y9,37477,100132932
FAM197Y10,37627,100288465
FAM199X,25195,139231
FAM199YP,23951,360029
FAM200A,25401,221786
FAM200B,27740,285550
FAM201A,27239,158228
FAM201B,27933,339742
FAM204A,25794,63877
FAM204BP,42011,100420875
FAM204CP,42012,100420916
FAM204DP,42013,100420963
FAM205A,41911,259308
FAM205BP,24504,389715
FAM205C,42673,100129969
FAM207BP,39715,729535
FAM207CP,42676,727987
FAM209A,16100,200232
FAM209B,16101,388799
FAM210A,28346,125228
FAM210B,16102,116151
FAM210CP,44938,100131328
FAM214A,25609,56204
FAM214B,25666,80256
FAM214BP1,54597,645180
FAM215A,17505,23591
FAM215B,43639,644297
FAM216A,30180,29902
FAM216B,26883,144809
FAM217A,21362,222826
FAM217AP1,49613,100133062
FAM217B,16170,63939
FAM218A,26466,152756
FAM218BP,43779,101059914
FAM219A,19920,203259
FAM219B,24695,57184
FAM220A,22422,84792
FAM220BP,23678,647044
FAM220CP,43640,100507415
FAM221A,27977,340277
FAM221B,30762,392307
FAM222A,25915,84915
FAM222A-AS1,28223,84983
FAM222B,25563,55731
FAM223A,30612,100132967
FAM223B,34048,286967
FAM224A,37736,401630
FAM224B,37737,401629
FAM225A,27855,286333
FAM225B,21865,100128385
FAM226A,28544,203429
FAM226B,31964,653687
FAM227A,44197,646851
FAM227B,26543,196951
FAM228A,34418,653140
FAM228B,24736,375190
FAM229A,44652,100128071
FAM229B,33858,619208
FAM230A,45045,653203
FAM230B,32943,642633
FAM230C,24482,26080
FAM230D,53910,100996415
FAM230E,52450,642643
FAM230F,52451,100996432
FAM230G,52423,101927859
FAM230H,53977,100996335
FAM230I,52446,388882
FAM230J,52448,729461
FAM234A,14163,83986
FAM234B,29288,57613
FAM236A,44268,100129407
FAM236B,52640,100132304
FAM236C,52641,109729126
FAM236D,52642,105373251
FAM237A,52388,200726
FAM237B,53217,107986818
FAM238A,17776,645528
FAM238B,44917,731789
FAM238C,24672,387644
FAM239A,53414,101930105
FAM239B,53415,729162
FAM239C,53416,107987330
FAM240A,52390,100132146
FAM240B,53430,110806297
FAM240C,54200,285095
FAM241A,26813,132720
FAM241B,23519,219738
FAM242A,51597,105372587
FAM242B,53872,105379478
FAM242C,53873,112488744
FAM242D,53874,112488742
FAM242E,53875,105379438
FAM242F,53876,105376064
FAM245A,45163,728218
FAM245B,54133,102724643
FAM246A,54844,117134598
FAM246B,54843,117134597
FAM246C,54842,117134596
FAM247A,54926,105372935
FAM247B,54927,117751732
FAM247C,54928,105377182
FAM247D,54929,105372942
FAN1,29170,22909
FANCA,3582,2175
FANCB,3583,2187
FANCC,3584,2176
FANCD2,3585,2177
FANCD2OS,28623,115795
FANCD2P1,44487,100421239
FANCD2P2,44488,101929530
FANCE,3586,2178
FANCF,3587,2188
FANCG,3588,2189
FANCI,25568,55215
FANCL,20748,55120
FANCM,23168,57697
FANK1,23527,92565
FANK1-AS1,43915,101410540
FAP,3590,2191
FAR1,26222,84188
FAR1-IT1,41485,106478978
FAR1P1,39675,100128011
FAR2,25531,55711
FAR2P1,49284,440905
FAR2P2,49279,100216479
FAR2P3,49285,100288897
FAR2P4,49286,100420005
FARP1,3591,10160
FARP1-AS1,40229,100874080
FARP2,16460,9855
FARS2,21062,10667
FARSA,3592,2193
FARSA-AS1,50479,106144598
FARSB,17800,10056
FARSBP1,45115,647532
FAS,11920,355
FAS-AS1,37128,100302740
FASLG,11936,356
FASN,3594,2194
FASTK,24676,10922
FASTKD1,26150,79675
FASTKD2,29160,22868
FASTKD3,28758,79072
FASTKD5,25790,60493
FAT1,3595,2195
FAT1P1,16582,170513
FAT2,3596,2196
FAT3,23112,120114
FAT4,23109,79633
FATE1,24683,89885
FAU,3597,2197
FAUP1,17984,140623
FAUP2,36535,100271125
FAUP3,36970,100271126
FAXC,20742,84553
FAXDC2,1334,10826
FBF1,24674,85302
FBH1,13620,84893
FBL,3599,2091
FBLIM1,24686,54751
FBLIM1P1,55107,392536
FBLIM1P2,55108,401679
FBLL1,35458,345630
FBLN1,3600,2192
FBLN2,3601,2199
FBLN5,3602,10516
FBLN7,26740,129804
FBN1,3603,2200
FBN1-DT,55413,105370809
FBN2,3604,2201
FBN3,18794,84467
FBP1,3606,2203
FBP2,3607,8789
FBP2P1,49924,100420269
FBRS,20442,64319
FBRSL1,29308,57666
FBXL2,13598,25827
FBXL3,13599,26224
FBXL4,13601,26235
FBXL5,13602,26234
FBXL6,13603,26233
FBXL7,13604,23194
FBXL8,17875,55336
FBXL12,13611,54850
FBXL12P1,54776,402076
FBXL13,21658,222235
FBXL14,28624,144699
FBXL15,28155,79176
FBXL16,14150,146330
FBXL17,13615,64839
FBXL18,21874,80028
FBXL19,25300,54620
FBXL19-AS1,27557,283932
FBXL20,24679,84961
FBXL21P,13600,26223
FBXL22,27537,283807
FBXO2,13581,26232
FBXO3,13582,26273
FBXO3-DT,51147,101928440
FBXO4,13583,26272
FBXO5,13584,26271
FBXO6,13585,26270
FBXO7,13586,25793
FBXO8,13587,26269
FBXO9,13588,26268
FBXO10,13589,26267
FBXO11,13590,80204
FBXO15,13617,201456
FBXO16,13618,157574
FBXO17,18754,115290
FBXO21,13592,23014
FBXO22,13593,26263
FBXO24,13595,26261
FBXO25,13596,26260
FBXO27,18753,126433
FBXO28,29046,23219
FBXO30,15600,84085
FBXO31,16510,79791
FBXO32,16731,114907
FBXO33,19833,254170
FBXO34,20201,55030
FBXO34-AS1,55450,105370509
FBXO36,27020,130888
FBXO36-IT1,41489,100874344
FBXO36P1,50363,732538
FBXO38,28844,81545
FBXO38-DT,55589,102546294
FBXO39,28565,162517
FBXO40,29816,51725
FBXO41,29409,150726
FBXO42,29249,54455
FBXO43,28521,286151
FBXO44,24847,93611
FBXO45,29148,200933
FBXO46,25069,23403
FBXO47,31969,494188
FBXO48,33857,554251
FBXW2,13608,26190
FBXW4,10847,6468
FBXW4P1,13609,26226
FBXW5,13613,54461
FBXW7,16712,55294
FBXW7-AS1,52397,102191832
FBXW8,13597,26259
FBXW9,28136,84261
FBXW10,1211,10517
FBXW11,13607,23291
FBXW11P1,1145,54099
FBXW12,20729,285231
FCAMR,24692,83953
FCAR,3608,2204
FCER1A,3609,2205
FCER1G,3611,2207
FCER2,3612,2208
FCF1,20220,51077
FCF1P1,44613,100422533
FCF1P2,44614,101060195
FCF1P3,44615,100128733
FCF1P4,44616,106480799
FCF1P5,44617,106479045
FCF1P6,44618,100422535
FCF1P7,44619,100422536
FCF1P8,44620,100422531
FCF1P9,44621,106480444
FCF1P10,44622,106479046
FCF1P11,44623,100132310
FCGBP,13572,8857
FCGR1A,3613,2209
FCGR1B,3614,2210
FCGR1CP,3615,100132417
FCGR2A,3616,2212
FCGR2B,3618,2213
FCGR2C,15626,9103
FCGR3A,3619,2214
FCGR3B,3620,2215
FCGRT,3621,2217
FCHO1,29002,23149
FCHO2,25180,115548
FCHO2-DT,55232,118597832
FCHSD1,25463,89848
FCHSD2,29114,9873
FCMR,14315,9214
FCN1,3623,2219
FCN2,3624,2220
FCN3,3625,8547
FCRL1,18509,115350
FCRL2,14875,79368
FCRL3,18506,115352
FCRL4,18507,83417
FCRL5,18508,83416
FCRL6,31910,343413
FCRL6P1,49448,100419077
FCRLA,18504,84824
FCRLB,26431,127943
FCSK,29500,197258
FDCSP,19215,260436
FDFT1,3629,2222
FDPS,3631,2224
FDPSP1,3632,343332
FDPSP2,3633,619190
FDPSP3,3634,2227
FDPSP4,3635,2228
FDPSP5,3636,2229
FDPSP6,3637,54051
FDPSP7,33487,441261
FDPSP8,39085,401981
FDPSP9,39086,401822
FDPSP10,39087,100190987
FDX1,3638,2230
FDX1P1,3640,2231
FDX1P2,3641,2216
FDX2,30546,112812
FDXACB1,25110,91893
FDXR,3642,2232
FECH,3647,2235
FECHP1,3648,2236
FEM1A,16934,55527
FEM1AP1,17219,441957
FEM1AP2,39830,390834
FEM1AP3,39831,643859
FEM1AP4,39832,729524
FEM1B,3649,10116
FEM1C,16933,56929
FEN1,3650,2237
FEN1P1,3651,645931
FENDRR,43894,400550
FER,3655,2241
FER1L4,15801,80307
FER1L5,19044,90342
FER1L6,28065,654463
FER1L6-AS1,26652,439941
FER1L6-AS2,26534,157376
FERD3L,16660,222894
FERMT1,15889,55612
FERMT2,15767,10979
FERMT3,23151,83706
FERP1,26443,553112
FES,3657,2242
FETUB,3658,26998
FEV,18562,54738
FEZ1,3659,9638
FEZ2,3660,9637
FEZF1,22788,389549
FEZF1-AS1,41001,154860
FEZF2,13506,55079
FFAR1,4498,2864
FFAR2,4501,2867
FFAR3,4499,2865
FFAR4,19061,338557
FGA,3661,2243
FGB,3662,2244
FGD1,3663,2245
FGD2,3664,221472
FGD3,16027,89846
FGD4,19125,121512
FGD5,19117,152273
FGD5-AS1,40410,100505641
FGD5P1,44498,100132526
FGD6,21740,55785
FGF1,3665,2246
FGF2,3676,2247
FGF3,3681,2248
FGF4,3682,2249
FGF5,3683,2250
FGF6,3684,2251
FGF7,3685,2252
FGF7P1,21455,387559
FGF7P2,17193,394217
FGF7P3,26671,654466
FGF7P4,33587,728195
FGF7P5,33588,653453
FGF7P6,27852,387628
FGF7P7,33589,728433
FGF7P8,34516,100113421
FGF8,3686,2253
FGF9,3687,2254
FGF10,3666,2255
FGF10-AS1,49382,101927075
FGF11,3667,2256
FGF12,3668,2257
FGF12-AS1,40234,100873986
FGF12-AS2,40235,100873987
FGF12-AS3,40236,100873988
FGF13,3670,2258
FGF13-AS1,44264,100129662
FGF14,3671,2259
FGF14-AS1,40237,100874081
FGF14-AS2,44368,283481
FGF14-IT1,42774,283480
FGF16,3672,8823
FGF17,3673,8822
FGF18,3674,8817
FGF19,3675,9965
FGF20,3677,26281
FGF21,3678,26291
FGF22,3679,27006
FGF23,3680,8074
FGFBP1,19695,9982
FGFBP2,29451,83888
FGFBP3,23428,143282
FGFR1,3688,2260
FGFR1OP2,23098,26127
FGFR1OP2P1,39706,100873883
FGFR2,3689,2263
FGFR3,3690,2261
FGFR3P1,21664,100462812
FGFR3P2,37947,100462815
FGFR3P3,37948,100462816
FGFR3P4,37949,100420833
FGFR3P5,37950,100420952
FGFR3P6,37951,100420881
FGFR4,3691,2264
FGFRL1,3693,53834
FGG,3694,2266
FGGY,25610,55277
FGGY-DT,55265,105378756
FGL1,3695,2267
FGL2,3696,10875
FGR,3697,2268
FH,3700,2271
FHAD1,29408,114827
FHAD1-AS1,41241,101927417
FHDC1,29363,85462
FHIP1A,34237,729830
FHIP1A-DT,53123,105377486
FHIP1B,25378,84067
FHIP2A,29320,57700
FHIP2B,16492,64760
FHIT,3701,2272
FHL1,3702,2273
FHL2,3703,2274
FHL3,3704,2275
FHL5,17371,9457
FHOD1,17905,29109
FHOD3,26178,80206
FHP1,39442,100873790
FIBCD1,25922,84929
FIBCD1-AS1,55657,105376297
FIBIN,33747,387758
FIBP,3705,9158
FICD,18416,11153
FIG4,16873,9896
FIGLA,24669,344018
FIGN,13285,55137
FIGNL1,13286,63979
FIGNL2,13287,401720
FIGNL2-DT,53299,105369971
FILIP1,21015,27145
FILIP1L,24589,11259
FILNC1,53755,100132735
FIP1L1,19124,81608
FIRRE,49627,286467
FIS1,21689,51024
FITM1,33714,161247
FITM2,16135,128486
FIZ1,25917,84922
FJX1,17166,24147
FKBP1A,3711,2280
FKBP1A-SDCBP2,41997,100528031
FKBP1AP1,3714,2282
FKBP1AP2,3715,2283
FKBP1AP3,3716,2284
FKBP1AP4,3717,2285
FKBP1B,3712,2281
FKBP1BP1,52378,107984636
FKBP1C,21376,642489
FKBP2,3718,2286
FKBP3,3719,2287
FKBP4,3720,2288
FKBP4P1,44038,100132656
FKBP4P2,50371,389727
FKBP4P6,50375,100132268
FKBP4P7,50376,441410
FKBP4P8,50377,643880
FKBP5,3721,2289
FKBP6,3722,8468
FKBP7,3723,51661
FKBP8,3724,23770
FKBP9,3725,11328
FKBP9P1,23568,360132
FKBP10,18169,60681
FKBP11,18624,51303
FKBP14,18625,55033
FKBP14-AS1,40990,105375215
FKBP15,23397,23307
FKBPL,13949,63943
FKRP,17997,79147
FKTN,3622,2218
FKTN-AS1,55797,105376199
FLACC1,14439,130540
FLAD1,24671,80308
FLCN,27310,201163
FLG,3748,2312
FLG-AS1,27913,339400
FLG2,33276,388698
FLI1,3749,2313
FLICR,53589,110437700
FLII,3750,2314
FLNA,3754,2316
FLNB,3755,2317
FLNB-AS1,40239,105377105
FLNC,3756,2318
FLNC-AS1,53474,110806300
FLOT1,3757,10211
FLOT2,3758,2319
FLRT1,3760,23769
FLRT2,3761,23768
FLRT2-AS1,55912,100506731
FLRT3,3762,23767
FLT1,3763,2321
FLT1P1,44609,391533
FLT3,3765,2322
FLT3LG,3766,2323
FLT4,3767,2324
FLVCR1,24682,28982
FLVCR1-DT,39077,642946
FLVCR2,20105,55640
FLVCR2-AS1,55854,102724153
FLYWCH1,25404,84256
FLYWCH1P1,38033,100130898
FLYWCH2,25178,114984
FMC1,26946,154791
FMC1-LUC7L2,44671,100996928
FMN1,3768,342184
FMN2,14074,56776
FMN2P1,54909,100418721
FMNL1,1212,752
FMNL1-AS1,55717,107985040
FMNL1-DT,55311,339192
FMNL2,18267,114793
FMNL3,23698,91010
FMO1,3769,2326
FMO2,3770,2327
FMO3,3771,2328
FMO4,3772,2329
FMO5,3773,2330
FMO6P,24024,388714
FMO7P,32208,100337589
FMO8P,32209,100129007
FMO9P,32210,116123
FMO10P,32211,100128181
FMO11P,32212,100337590
FMOD,3774,2331
FMR1,3775,2332
FMR1-AS1,39081,100126270
FMR1-IT1,41333,106478973
FMR1NB,26372,158521
FN1,3778,2335
FN1-DT,55775,105373868
FN3K,24822,64122
FN3KRP,25700,79672
FNBP1,17069,23048
FNBP1L,20851,54874
FNBP1P1,44528,100533642
FNBP1P2,44527,100419875
FNBP4,19752,23360
FNDC1,21184,84624
FNDC1-AS1,55706,101929122
FNDC1-IT1,41460,100874312
FNDC3A,20296,22862
FNDC3B,24670,64778
FNDC3CP,35452,100421340
FNDC4,20239,64838
FNDC5,20240,252995
FNDC7,26668,163479
FNDC8,25286,54752
FNDC9,33547,408263
FNDC10,42951,643988
FNDC11,28764,79025
FNIP1,29418,96459
FNIP2,29280,57600
FNTA,3782,2339
FNTAP1,3783,283226
FNTAP2,3784,2341
FNTB,3785,2342
FOCAD,23377,54914
FOCAD-AS1,49789,101929548
FOLH1,3788,2346
FOLH1B,13636,219595
FOLR1,3791,2348
FOLR1P1,3792,390221
FOLR2,3793,2350
FOLR3,3795,2352
FOLR3P1,38074,100288543
FOS,3796,2353
FOSB,3797,2354
FOSL1,13718,8061
FOSL1P1,44055,100419062
FOSL2,3798,2355
FOSL2-AS1,55784,403150
FOXA1,5021,3169
FOXA2,5022,3170
FOXA3,5023,3171
FOXB1,3799,27023
FOXB2,23315,442425
FOXC1,3800,2296
FOXC2,3801,2303
FOXC2-AS1,50665,103752587
FOXCUT,50650,101927703
FOXD1,3802,2297
FOXD1-AS1,50658,106144539
FOXD2,3803,2306
FOXD2-AS1,44256,84793
FOXD3,3804,27022
FOXD3-AS1,40241,100996301
FOXD4,3805,2298
FOXD4L1,18521,200350
FOXD4L3,18523,286380
FOXD4L4,23762,349334
FOXD4L5,18522,653427
FOXD4L6,31986,653404
FOXE1,3806,2304
FOXE3,3808,2301
FOXF1,3809,2294
FOXF2,3810,2295
FOXF2-DT,50662,105374880
FOXG1,3811,2290
FOXG1-AS1,50663,103695363
FOXH1,3814,8928
FOXI1,3815,2299
FOXI2,32448,399823
FOXI3,35123,344167
FOXJ1,3816,2302
FOXJ2,24818,55810
FOXJ3,29178,22887
FOXK1,23480,221937
FOXK2,6036,3607
FOXL1,3817,2300
FOXL2,1092,668
FOXL2NB,34428,401089
FOXL3,54201,116033993
FOXL3-OT1,54640,100288524
FOXM1,3818,2305
FOXN1,12765,8456
FOXN2,5281,3344
FOXN3,1928,1112
FOXN3-AS1,44290,400236
FOXN3-AS2,30119,29018
FOXN3P1,43882,643976
FOXN3P2,54995,117981796
FOXN4,21399,121643
FOXO1,3819,2308
FOXO1B,3820,2311
FOXO3,3821,2309
FOXO3B,3822,2310
FOXO4,7139,4303
FOXO6,24814,100132074
FOXO6-AS1,41066,101929901
FOXP1,3823,27086
FOXP1-AS1,41942,104502416
FOXP1-IT1,41335,100506815
FOXP2,13875,93986
FOXP3,6106,50943
FOXP4,20842,116113
FOXP4-AS1,50332,101060264
FOXQ1,20951,94234
FOXR1,29980,283150
FOXR2,30469,139628
FOXRED1,26927,55572
FOXRED2,26264,80020
FOXS1,3735,2307
FPGS,3824,2356
FPGT,3825,8790
FPGT-TNNI3K,42952,100526835
FPR1,3826,2357
FPR2,3827,2358
FPR3,3828,2359
FRA1A,3868,2360
FRA1B,3869,2361
FRA1C,3870,2362
FRA1D,3871,2363
FRA1E,3872,2364
FRA1F,3873,2365
FRA1G,3874,2366
FRA1H,3875,2367
FRA1I,3876,2368
FRA1J,3877,2369
FRA1K,3878,2370
FRA1L,3879,2371
FRA1M,3880,2372
FRA2A,3885,109113861
FRA2B,3886,2374
FRA2C,3887,2375
FRA2D,3888,2376
FRA2E,3889,2377
FRA2F,3890,2378
FRA2G,3891,2379
FRA2H,3892,2380
FRA2I,3893,2381
FRA2J,3894,2382
FRA2K,3895,2383
FRA3A,3896,2384
FRA3B,3897,
FRA3C,3898,2386
FRA3D,3899,2387
FRA4A,3900,2388
FRA4B,3901,2389
FRA4C,3902,2390
FRA4D,3903,2391
FRA5A,3905,2393
FRA5B,3906,2394
FRA5C,3907,2396
FRA5D,3908,2397
FRA5E,3909,2398
FRA5F,3910,2399
FRA5G,3911,2400
FRA6A,3912,2401
FRA6B,3913,2402
FRA6C,3914,2403
FRA6D,3915,2404
FRA6E,3916,2405
FRA6F,3917,2406
FRA6G,3918,2407
FRA7A,3919,109363672
FRA7B,3920,2409
FRA7C,3921,2410
FRA7D,3922,2411
FRA7E,3923,2412
FRA7F,3924,2413
FRA7G,3925,2414
FRA7H,3926,2415
FRA7I,3927,2416
FRA7J,3928,2417
FRA8A,3929,2418
FRA8B,3930,2419
FRA8C,3931,2421
FRA8D,3932,2422
FRA8E,3933,2423
FRA9A,3935,2425
FRA9B,3936,2426
FRA9C,3937,2427
FRA9D,3938,2428
FRA9E,3939,2429
FRA9F,3940,2430
FRA10A,3829,109280162
FRA10AC1,1162,118924
FRA10B,3830,109614541
FRA10C,3831,2433
FRA10D,3832,2434
FRA10E,3833,2435
FRA10F,3834,2436
FRA10G,3835,2437
FRA11A,3836,109286555
FRA11B,3837,109280160
FRA11C,3838,2440
FRA11D,3839,2441
FRA11E,3840,2442
FRA11F,3841,2443
FRA11G,3842,2445
FRA11H,3843,2446
FRA11I,3844,2447
FRA12A,3845,109286554
FRA12B,3846,2449
FRA12C,3847,2450
FRA12D,3848,2451
FRA12E,3849,2452
FRA13A,3850,2453
FRA13B,3851,2454
FRA13C,3852,2455
FRA13D,3853,2456
FRA14B,3854,2457
FRA14C,3855,2458
FRA15A,3856,2459
FRA16A,3857,109617027
FRA16B,3858,109611591
FRA16C,3859,2462
FRA16D,3860,2463
FRA16E,3861,2464
FRA17A,3862,2465
FRA17B,3863,2466
FRA18A,3864,2467
FRA18B,3865,2468
FRA18C,16929,116710
FRA19A,3866,2469
FRA19B,3867,2470
FRA20A,3881,2471
FRA20B,3882,2472
FRA22A,3883,2473
FRA22B,3884,2474
FRAS1,19185,80144
FRAT1,3944,10023
FRAT2,16048,23401
FRAXA,3945,108684022
FRAXB,3946,2478
FRAXC,3947,2479
FRAXD,3948,2480
FRAXE,3949,109461475
FREM1,23399,158326
FREM2,25396,341640
FREM2-AS1,39964,100874073
FREM3,25172,166752
FRG1,3954,2483
FRG1-DT,51590,728339
FRG1BP,15792,284802
FRG1CP,51762,100289097
FRG1DP,51763,102723316
FRG1EP,51764,102723390
FRG1FP,51765,102723780
FRG1GP,51766,101930531
FRG1HP,51767,100132352
FRG1JP,51768,642236
FRG1KP,51769,102724923
FRG2,19136,448831
FRG2B,33518,441581
FRG2C,33626,100288801
FRG2DP,27093,146481
FRG2EP,51365,647476
FRG2FP,51366,100128827
FRG2GP,51364,106480321
FRG2HP,51794,101059920
FRG2IP,51795,106480351
FRG2JP,51796,101059926
FRG2KP,51797,102724018
FRG2LP,51798,106480352
FRG2MP,51799,106481739
FRGCA,51844,106481742
FRK,3955,2444
FRMD1,21240,79981
FRMD3,24125,257019
FRMD3-AS1,55790,102723989
FRMD4A,25491,55691
FRMD4B,24886,23150
FRMD5,28214,84978
FRMD6,19839,122786
FRMD6-AS1,20129,145438
FRMD6-AS2,43637,100874185
FRMD7,8079,90167
FRMD8,25462,83786
FRMD8P1,24690,83957
FRMPD1,29159,22844
FRMPD2,28572,143162
FRMPD2B,16843,728798
FRMPD3,29382,84443
FRMPD3-AS1,41239,100874122
FRMPD4,29007,9758
FRMPD4-AS1,41222,100874121
FRRS1,27622,391059
FRRS1L,1362,23732
FRS2,16971,10818
FRS3,16970,10817
FRY,20367,10129
FRY-AS1,39725,100507099
FRYL,29127,285527
FRZB,3959,2487
FSBP,43653,100861412
FSCB,20494,84075
FSCN1,11148,6624
FSCN1P1,49669,145989
FSCN2,3960,25794
FSCN3,3961,29999
FSD1,13745,79187
FSD1L,13753,83856
FSD2,18024,123722
FSHB,3964,2488
FSHR,3969,2492
FSIP1,21674,161835
FSIP2,21675,401024
FSIP2-AS1,40978,107985781
FSIP2-AS2,54061,101927196
FSIP2LP,55625,100130684
FST,3971,10468
FSTL1,3972,11167
FSTL3,3973,10272
FSTL4,21389,23105
FSTL5,21386,56884
FTCD,3974,10841
FTCD-AS1,40243,100861507
FTCDNL1,48661,348751
FTH1,3976,2495
FTH1P1,3979,2496
FTH1P2,3989,2497
FTH1P3,3990,2498
FTH1P4,3991,2499
FTH1P5,3996,2509
FTH1P6,39088,106481787
FTH1P7,3994,2500
FTH1P8,3995,2501
FTH1P9,39089,106478936
FTH1P10,3980,2502
FTH1P11,3981,2503
FTH1P12,3982,2504
FTH1P13,3983,646362
FTH1P14,39090,139431
FTH1P15,3985,2507
FTH1P16,3986,2508
FTH1P19,33525,389844
FTH1P20,37639,729009
FTH1P21,3997,2510
FTH1P22,37640,100462772
FTH1P23,37641,100420300
FTH1P24,37642,100462797
FTH1P25,37643,100462799
FTH1P26,37644,100420303
FTH1P27,39091,100270709
FTHL17,3987,53940
FTHL18P,3988,441490
FTL,3999,2512
FTLP1,16547,170514
FTLP2,4001,392437
FTLP3,4000,284764
FTLP4,37952,100129251
FTLP5,37953,100131661
FTLP6,37954,100462788
FTLP7,37955,441623
FTLP8,37956,100462790
FTLP9,37958,100462780
FTLP10,37959,100130017
FTLP11,37960,100289501
FTLP12,37961,100462792
FTLP13,37963,100462793
FTLP14,37964,100462794
FTLP15,37965,442304
FTLP16,37966,100420158
FTLP17,37967,642337
FTLP18,37968,100462786
FTLP19,37969,100873960
FTMT,17345,94033
FTO,24678,79068
FTO-IT1,43758,100505692
FTOP1,43759,100874223
FTSJ1,13254,24140
FTSJ3,17136,117246
FTX,37190,100302692
FUBP1,4004,8880
FUBP3,4005,8939
FUCA1,4006,2517
FUCA1P1,4007,2518
FUCA2,4008,2519
FUNDC1,28746,139341
FUNDC2,24925,65991
FUNDC2P1,17253,220793
FUNDC2P2,17247,388965
FUNDC2P3,37970,644625
FUNDC2P4,37971,100127979
FUOM,24733,282969
FURIN,8568,5045
FUS,4010,2521
FUT1,4012,2523
FUT2,4013,2524
FUT3,4014,2525
FUT4,4015,2526
FUT5,4016,2527
FUT6,4017,2528
FUT7,4018,2529
FUT8,4019,2530
FUT8-AS1,44294,645431
FUT9,4020,10690
FUT10,19234,84750
FUT11,19233,170384
FUZ,26219,80199
FXN,3951,2395
FXNP1,20012,122942
FXNP2,51607,100418706
FXR1,4023,8087
FXR2,4024,9513
FXYD1,4025,5348
FXYD2,4026,486
FXYD3,4027,5349
FXYD4,4028,53828
FXYD5,4029,53827
FXYD6,4030,53826
FXYD6-FXYD2,39978,100533181
FXYD6P1,4031,100128934
FXYD6P2,4032,100128512
FXYD6P3,31124,406875
FXYD7,4034,53822
FYB1,4036,2533
FYB2,27295,199920
FYCO1,14673,79443
FYN,4037,2534
FYTTD1,25407,84248
FYTTD1P1,38035,100128665
FZD1,4038,8321
FZD2,4040,2535
FZD3,4041,7976
FZD4,4042,8322
FZD4-DT,54219,100506368
FZD5,4043,7855
FZD6,4044,8323
FZD7,4045,8324
FZD8,4046,8325
FZD9,4047,8326
FZD10,4039,11211
FZD10-AS1,48632,440119
FZR1,24824,51343
G2E3,20338,55632
G2E3-AS1,53463,105370431
G3BP1,30292,10146
G3BP1P1,54590,100422338
G3BP2,30291,9908
G6PC1,4056,2538
G6PC2,28906,57818
G6PC3,24861,92579
G6PD,4057,2539
G6PR,4059,2541
GAA,4065,2548
GAB1,4066,2549
GAB2,14458,9846
GAB3,17515,139716
GAB4,18325,128954
GABARAP,4067,11337
GABARAPL1,4068,23710
GABARAPL1-AS1,54822,116435304
GABARAPL2,13291,11345
GABARAPL3,4069,23766
GABBR1,4070,2550
GABBR2,4507,9568
GABPA,4071,2551
GABPAP,4072,8327
GABPB1,4074,2553
GABPB1-AS1,44157,100129387
GABPB1-IT1,25469,55056
GABPB2,28441,126626
GABRA1,4075,2554
GABRA2,4076,2555
GABRA3,4077,2556
GABRA4,4078,2557
GABRA5,4079,2558
GABRA6,4080,2559
GABRB1,4081,2560
GABRB2,4082,2561
GABRB3,4083,2562
GABRD,4084,2563
GABRE,4085,2564
GABRG1,4086,2565
GABRG2,4087,2566
GABRG3,4088,2567
GABRG3-AS1,40249,101928869
GABRP,4089,2568
GABRQ,14454,55879
GABRR1,4090,2569
GABRR2,4091,2570
GABRR3,17969,200959
GACAT1,48336,104326057
GACAT2,50516,100287082
GACAT3,50847,104797537
GAD1,4092,2571
GAD2,4093,2572
GAD3P,55684,105372156
GADD45A,4095,1647
GADD45AP1,2725,1648
GADD45B,4096,4616
GADD45G,4097,10912
GADD45GIP1,29996,90480
GADL1,27949,339896
GAGE1,4098,2543
GAGE2A,4099,729447
GAGE2B,31957,645037
GAGE2C,31958,2574
GAGE2D,31959,729408
GAGE2E,31960,26749
GAGE4,4101,2576
GAGE5,4102,2577
GAGE6,4103,2578
GAGE7,4104,2579
GAGE8,4106,100101629
GAGE10,30968,102724473
GAGE12B,26779,729428
GAGE12C,28402,729422
GAGE12D,31904,100132399
GAGE12E,31905,729431
GAGE12F,31906,100008586
GAGE12G,31907,645073
GAGE12H,31908,729442
GAGE12I,4105,26748
GAGE12J,17778,729396
GAGE13,29081,645051
GAK,4113,2580
GAL,4114,51083
GAL3ST1,24240,9514
GAL3ST2,24869,64090
GAL3ST3,24144,89792
GAL3ST4,24145,79690
GALC,4115,2581
GALE,4116,2582
GALK1,4118,2584
GALK2,4119,2585
GALM,24063,130589
GALNS,4122,2588
