symbol,hgnc_id,entrez_id
NCOA1,7668,8648
NCOA2,7669,10499
NCOA3,7670,8202
NCOA4,7671,8031
NCOA4P1,20022,326605
NCOA4P2,52403,728333
NCOA4P3,52404,729497
NCOA4P4,52405,642262
NCOA5,15909,57727
NCOA5LP,55095,118568822
NCOA6,15936,23054
NCOA7,21081,135112
NCOA7-AS1,40954,104355145
NCOR1,7672,9611
NCOR1P1,16724,149934
NCOR1P2,42997,729490
NCOR1P3,42996,100874183
NCOR1P4,54557,105379511
NCOR2,7673,9612
NCR1,6731,9437
NCR2,6732,9436
NCR3,19077,259197
NCR3LG1,42400,374383
NCRUPAR,37153,100302746
NCS1,3953,23413
NCSTN,17091,23385
NCSTNP1,39606,100873743
NDC1,25525,55706
NDC80,16909,10403
NDE1,17619,54820
NDE1P1,49115,100422372
NDE1P2,49116,106480247
NDEL1,17620,81565
NDFIP1,17592,80762
NDFIP1P1,49866,100420792
NDFIP2,18537,54602
NDFIP2-AS1,40844,100874208
NDN,7675,4692
NDNF,26256,79625
NDNF-AS1,55553,105377400
NDOR1,29838,27158
NDP,7678,4693
NDP-AS1,40395,100873919
NDRG1,7679,10397
NDRG2,14460,57447
NDRG3,14462,57446
NDRG4,14466,65009
NDST1,7680,3340
NDST1-AS1,52899,102546298
NDST2,7681,8509
NDST3,7682,9348
NDST4,20779,64579
NDUFA1,7683,4694
NDUFA2,7685,4695
NDUFA3,7686,4696
NDUFA3P1,45043,100131388
NDUFA3P2,45051,106479051
NDUFA3P3,45052,644482
NDUFA3P4,45053,106480806
NDUFA3P5,45054,112272577
NDUFA3P6,45055,106479052
NDUFA4,7687,4697
NDUFA4L2,29836,56901
NDUFA4P1,29835,360165
NDUFA4P2,31362,100287880
NDUFA5,7688,4698
NDUFA5P1,7689,4699
NDUFA5P2,48855,102724035
NDUFA5P3,48845,100288035
NDUFA5P4,48846,100128136
NDUFA5P5,48847,100130327
NDUFA5P6,48848,100288339
NDUFA5P7,48849,106481784
NDUFA5P8,48850,103091863
NDUFA5P9,48851,100289579
NDUFA5P10,48852,102724853
NDUFA5P11,48853,102724866
NDUFA5P12,48854,100288013
NDUFA6,7690,4700
NDUFA6-DT,45273,100132273
NDUFA7,7691,4701
NDUFA8,7692,4702
NDUFA8P1,52264,107075207
NDUFA9,7693,4704
NDUFA9P1,19252,266625
NDUFA10,7684,4705
NDUFA11,20371,126328
NDUFA12,23987,55967
NDUFA12P1,39419,100527945
NDUFA13,17194,51079
NDUFAB1,7694,4706
NDUFAB1P1,52265,107075303
NDUFAF1,18828,51103
NDUFAF2,28086,91942
NDUFAF2P1,54722,727919
NDUFAF2P2,54723,100130783
NDUFAF3,29918,25915
NDUFAF4,21034,29078
NDUFAF4P1,44194,100306975
NDUFAF4P2,44541,402676
NDUFAF4P3,44542,100422532
NDUFAF4P4,44543,100128889
NDUFAF5,15899,79133
NDUFAF6,28625,137682
NDUFAF7,28816,55471
NDUFAF8,33551,284184
NDUFB1,7695,4707
NDUFB1P1,30893,100190952
NDUFB1P2,37815,100380272
NDUFB2,7697,4708
NDUFB2-AS1,40396,100134713
NDUFB2P1,52266,107075208
NDUFB3,7698,4709
NDUFB3P1,13673,93993
NDUFB3P2,13674,93994
NDUFB3P3,13675,93996
NDUFB3P4,13676,93995
NDUFB3P5,13677,93997
NDUFB4,7699,4710
NDUFB4P1,45248,100288654
NDUFB4P2,45250,100132036
NDUFB4P3,45251,100288420
NDUFB4P4,45252,107075092
NDUFB4P5,45253,107075096
NDUFB4P6,45254,107075097
NDUFB4P7,45255,107075094
NDUFB4P8,45256,107075246
NDUFB4P9,45257,107075211
NDUFB4P10,45258,107075105
NDUFB4P11,45259,107075247
NDUFB4P12,45260,402175
NDUFB5,7700,4711
NDUFB5P1,52267,100288337
NDUFB5P2,52268,100422431
NDUFB6,7701,4712
NDUFB7,7702,4713
NDUFB8,7703,4714
NDUFB8P1,20023,326606
NDUFB8P2,33978,729565
NDUFB8P3,33979,100132286
NDUFB9,7704,4715
NDUFB9P1,52269,107075233
NDUFB9P2,52270,100128596
NDUFB9P3,52271,100129370
NDUFB10,7696,4716
NDUFB10P1,52272,100128711
NDUFB10P2,52273,107075304
NDUFB11,20372,54539
NDUFB11P1,33980,390239
NDUFC1,7705,4717
NDUFC2,7706,4718
NDUFC2-KCTD14,42956,100532726
NDUFS1,7707,4719
NDUFS2,7708,4720
NDUFS3,7710,4722
NDUFS4,7711,4724
NDUFS5,7712,4725
NDUFS5P1,44039,100996944
NDUFS5P2,44040,100286918
NDUFS5P3,44041,100288149
NDUFS5P4,44042,100287817
NDUFS5P5,44043,100128177
NDUFS5P6,44044,106480785
NDUFS5P7,44045,100130794
NDUFS6,7713,4726
NDUFS6P1,52274,107075209
NDUFS7,7714,374291
NDUFS8,7715,4728
NDUFV1,7716,4723
NDUFV1-DT,26915,100505621
NDUFV2,7717,4729
NDUFV2-AS1,50826,101927275
NDUFV2P1,7718,4730
NDUFV3,7719,4731
NEAT1,30815,283131
NEB,7720,4703
NEBL,16932,10529
NEBL-AS1,44899,100128511
NECAB1,20983,64168
NECAB2,23746,54550
NECAB3,15851,63941
NECAP1,24539,25977
NECAP1P1,43912,442668
NECAP1P2,43913,106479026
NECAP2,25528,55707
NECTIN1,9706,5818
NECTIN1-AS1,54270,105369525
NECTIN1-DT,55513,102724301
NECTIN2,9707,5819
NECTIN3,17664,25945
NECTIN3-AS1,40813,100506555
NECTIN4,19688,81607
NECTIN4-AS1,40893,105371471
NEDD1,7723,121441
NEDD4,7727,4734
NEDD4L,7728,23327
NEDD8,7732,4738
NEDD8-MDP1,39551,100528064
NEDD8P1,54555,100128775
NEDD9,7733,4739
NEFH,7737,4744
NEFHP1,7738,339396
NEFL,7739,4747
NEFLP1,37662,359795
NEFM,7734,4741
NEFMP1,45030,100420737
NEGR1,17302,257194
NEGR1-IT1,41432,100852409
NEIL1,18448,79661
NEIL2,18956,252969
NEIL3,24573,55247
NEK1,7744,4750
NEK2,7745,4751
NEK2-DT,28085,91548
NEK2P1,19272,326302
NEK2P2,37816,100379667
NEK2P3,37817,100158258
NEK2P4,37818,100381202
NEK3,7746,4752
NEK4,11399,6787
NEK4P1,39649,100421718
NEK4P2,39650,100421734
NEK4P3,39651,100421728
NEK5,7748,341676
NEK6,7749,10783
NEK7,13386,140609
NEK8,13387,284086
NEK9,18591,91754
NEK10,18592,152110
NEK11,18593,79858
NELFA,12768,7469
NELFB,24324,25920
NELFCD,15934,51497
NELFE,13974,7936
NELL1,7750,4745
NELL2,7751,4753
NEMF,10663,9147
NEMP1,29001,23306
NEMP2,33700,100131211
NEMP2-DT,55713,105376748
NENF,30384,29937
NENFP1,50298,106480294
NENFP2,50299,100129880
NENFP3,50300,106481703
NEO1,7754,4756
NEPNP,33184,442253
NEPRO,24496,25871
NEPRO-AS1,41049,107986114
NES,7756,10763
NET1,14592,10276
NETO1,13823,81832
NETO1-DT,55333,100505797
NETO2,14644,81831
NEU1,7758,4758
NEU2,7759,4759
NEU3,7760,10825
NEU4,21328,129807
NEURL1,7761,9148
NEURL1-AS1,51220,102724341
NEURL1B,35422,54492
NEURL2,16156,140825
NEURL3,25162,93082
NEURL4,34410,84461
NEUROD1,7762,4760
NEUROD2,7763,4761
NEUROD4,13802,58158
NEUROD6,13804,63974
NEUROG1,7764,4762
NEUROG2,13805,63973
NEUROG2-AS1,40656,105377372
NEUROG3,13806,50674
NEXMIF,29433,340533
NEXN,29557,91624
NEXN-AS1,31983,374987
NF1,7765,4763
NF1P1,7772,100419006
NF1P2,38664,440225
NF1P3,7766,4764
NF1P4,7769,100419029
NF1P5,7770,4768
NF1P6,7771,644637
NF1P7,34230,100158257
NF1P8,7767,401007
NF1P9,51736,101930150
NF1P10,51737,106480348
NF1P11,51738,106481736
NF1P12,51739,100418983
NF2,7773,4771
NFAM1,29872,150372
NFASC,29866,23114
NFAT5,7774,10725
NFATC1,7775,4772
NFATC2,7776,4773
NFATC2IP,25906,84901
NFATC3,7777,4775
NFATC4,7778,4776
NFE2,7780,4778
NFE2L1,7781,4779
NFE2L1-DT,54812,116435298
NFE2L2,7782,4780
NFE2L3,7783,9603
NFE2L3P1,22278,642996
NFE2L3P2,44191,100272146
NFE4,29902,58160
NFIA,7784,4774
NFIA-AS1,40402,645030
NFIA-AS2,40401,100996570
NFIB,7785,4781
NFIC,7786,4782
NFIL3,7787,4783
NFILZ,52681,105372267
NFIX,7788,4784
NFKB1,7794,4790
NFKB2,7795,4791
NFKBIA,7797,4792
NFKBIB,7798,4793
NFKBID,15671,84807
NFKBIE,7799,4794
NFKBIL1,7800,4795
NFKBIZ,29805,64332
NFRKB,7802,4798
NFS1,15910,9054
NFU1,16287,27247
NFU1P1,44553,100132681
NFU1P2,44554,100132699
NFX1,7803,4799
NFXL1,18726,152518
NFYA,7804,4800
NFYAP1,34078,100130677
NFYB,7805,4801
NFYBP1,54604,440973
NFYC,7806,4802
NFYC-AS1,49451,100130557
NFYCP1,54923,100128345
NFYCP2,54924,494127
NGB,14077,58157
NGDN,20271,25983
NGEF,7807,25791
NGF,7808,4803
NGF-AS1,53922,112840934
NGFR,7809,4804
NGFR-AS1,55555,100288866
NGLY1,17646,55768
NGRN,18077,51335
NHEJ1,25737,79840
NHLH1,7817,4807
NHLH2,7818,4808
NHLRC1,21576,378884
NHLRC2,24731,374354
NHLRC3,33751,387921
NHLRC4,26700,283948
NHP2,14377,55651
NHP2P1,23582,414200
NHP2P2,22797,442290
NHS,7820,4810
NHS-AS1,40403,100873920
NHSL1,21021,57224
NHSL2,33737,340527
NIBAN1,16784,116496
NIBAN2,25282,64855
NIBAN3,24130,199786
NICN1,18317,84276
NICN2P,18322,171176
NID1,7821,4811
NID2,13389,22795
NIF3L1,13390,60491
NIFK,17838,84365
NIFK-AS1,27385,254128
NIFKP1,44949,401825
NIFKP2,44950,645398
NIFKP3,44951,100270648
NIFKP4,44952,100128707
NIFKP5,44953,100128397
NIFKP6,44954,100132796
NIFKP7,44955,106479049
NIFKP8,44956,642907
NIFKP9,44957,106480805
NIM1K,28646,167359
NIN,14906,51199
NINJ1,7824,4814
NINJ2,7825,4815
NINJ2-AS1,40405,100049716
NINL,29163,22981
NIP7,24328,51388
NIP7P1,45180,389997
NIP7P2,45181,646392
NIP7P3,45182,100421245
NIPA1,17043,123606
NIPA2,17044,81614
NIPA2P1,42041,100132321
NIPA2P2,42042,100130204
NIPA2P3,42043,100128057
NIPA2P4,42044,100421776
NIPA2P5,42045,100874488
NIPAL1,27194,152519
NIPAL2,25854,79815
NIPAL3,25233,57185
NIPAL4,28018,348938
NIPAL4-DT,55542,102724404
NIPBL,28862,25836
NIPBL-DT,51293,646719
NIPSNAP1,7827,8508
NIPSNAP2,4179,2631
NIPSNAP3A,23619,25934
NIPSNAP3B,23641,55335
NISCH,18006,11188
NIT1,7828,4817
NIT2,29878,56954
NKAIN1,25743,79570
NKAIN1P1,38593,100462647
NKAIN1P2,54726,100462648
NKAIN2,16443,154215
NKAIN3,26829,286183
NKAIN4,16191,128414
NKAP,29873,79576
NKAPD1,25569,55216
NKAPL,21584,222698
NKAPP1,26706,158801
NKD1,17045,85407
NKD2,17046,85409
NKG7,7830,4818
NKILA,51599,105416157
NKIRAS1,17899,28512
NKIRAS2,17898,28511
NKPD1,24739,284353
NKRF,19374,55922
NKTR,7833,4820
NKX1-1,24975,54729
NKX1-2,31652,390010
NKX2-1,11825,7080
NKX2-1-AS1,40585,100506237
NKX2-2,7835,4821
NKX2-2-AS1,37154,100874189
NKX2-3,7836,159296
NKX2-4,7837,644524
NKX2-5,2488,1482
NKX2-6,32940,137814
NKX2-8,16364,26257
NKX3-1,7838,4824
NKX3-2,951,579
NKX6-1,7839,4825
NKX6-2,19321,84504
NKX6-3,26328,157848
NLE1,19889,54475
NLGN1,14291,22871
NLGN1-AS1,40676,100874010
NLGN2,14290,57555
NLGN3,14289,54413
NLGN4X,14287,57502
NLGN4Y,15529,22829
NLGN4Y-AS1,38793,100874056
NLK,29858,51701
NLN,16058,57486
NLRC3,29889,197358
NLRC4,16412,58484
NLRC5,29933,84166
NLRP1,14374,22861
NLRP2,22948,55655
NLRP2B,29887,286430
NLRP3,16400,114548
NLRP3P1,29886,347402
NLRP4,22943,147945
NLRP5,21269,126206
NLRP6,22944,171389
NLRP7,22947,199713
NLRP7P1,55131,100421039
NLRP8,22940,126205
NLRP9,22941,338321
NLRP9P1,29888,347933
NLRP10,21464,338322
NLRP11,22945,204801
NLRP12,22938,91662
NLRP13,22937,126204
NLRP14,22939,338323
NLRX1,29890,79671
NMB,7842,4828
NMBR,7843,4829
NMBR-AS1,40406,111216274
NMD3,24250,51068
NMD3P1,22672,441238
NMD3P2,37820,100286929
NME1,7849,4830
NME1-NME2,33531,654364
NME1P1,39904,100874501
NME2,7850,4831
NME2P1,31358,283458
NME2P2,54766,100289315
NME2P3,54767,100288125
NME3,7851,4832
NME4,7852,4833
NME5,7853,8382
NME6,20567,10201
NME7,20461,29922
NME8,16473,51314
NME9,21343,347736
NMI,7854,9111
NMNAT1,17877,64802
NMNAT1P1,20024,326607
NMNAT1P2,49164,100129160
NMNAT1P3,49165,391603
NMNAT1P4,49166,100132841
NMNAT1P5,49167,100129256
NMNAT2,16789,23057
NMNAT3,20989,349565
NMRAL1,24987,57407
NMRAL2P,52332,344887
NMRK1,26057,54981
NMRK2,17871,27231
NMS,32203,129521
NMT1,7857,4836
NMT2,7858,9397
NMTRL-TAA1-1,34892,100189325
NMTRL-TAA2-1,35097,100189522
NMTRL-TAA3-1,35095,100189520
NMTRL-TAA4-1,34945,100189377
NMTRL-TAA5-1,35038,100189466
NMTRL-TAA6-1,35027,100189456
NMTRP-TGG1-1,35035,100189463
NMTRQ-CTG1-1,35033,100189461
NMTRQ-TTG1-1,35048,100189475
NMTRQ-TTG2-1,35091,100189516
NMTRQ-TTG3-1,34778,100189215
NMTRQ-TTG4-1,35062,100189489
NMTRQ-TTG5-1,34965,100189397
NMTRQ-TTG6-1,35085,100189510
NMTRQ-TTG7-1,35015,100189445
NMTRQ-TTG8-1,35018,100189448
NMTRQ-TTG9-1,35022,100189451
NMTRQ-TTG10-1,35099,100189524
NMTRQ-TTG11-1,35076,100189501
NMTRQ-TTG12-1,35051,100189478
NMTRQ-TTG13-1,35112,100189535
NMTRQ-TTG14-1,34617,100189058
NMTRQ-TTG15-1,35117,100189540
NMTRS-TGA1-1,34614,100189055
NMTRS-TGA2-1,35100,100189525
NMTRS-TGA3-1,35087,100189512
NMTRV-TAC1-1,35088,100189513
NMU,7859,10874
NMUR1,4518,10316
NMUR2,16454,56923
NNAT,7860,4826
NNMT,7861,4837
NNT,7863,23530
NNT-AS1,49005,100652772
NOA1,28473,84273
NOB1,29540,28987
NOBOX,22448,135935
NOC2L,24517,26155
NOC2LP1,52285,643276
NOC2LP2,52286,401010
NOC3L,24034,64318
NOC4L,28461,79050
NOCT,14254,25819
NOD1,16390,10392
NOD2,5331,64127
NODAL,7865,4838
NOG,7866,9241
NOL3,7869,8996
NOL4,7870,8715
NOL4L,16106,140688
NOL4L-DT,44310,149950
NOL6,19910,65083
NOL7,21040,51406
NOL8,23387,55035
NOL8P1,49557,402191
NOL9,26265,79707
NOL10,25862,79954
NOL11,24557,25926
NOL12,28585,79159
NOLC1,15608,9221
NOLC1P1,54890,392426
NOM1,13244,64434
NOMO1,30060,23420
NOMO2,22652,283820
NOMO3,25242,408050
NONO,7871,4841
NONOP1,42031,644035
NONOP2,42032,100271700
NOP2,7867,4839
NOP9,19826,161424
NOP10,14378,55505
NOP14,16821,8602
NOP14-AS1,20205,317648
NOP16,26934,51491
NOP53,4333,29997
NOP53-AS1,51587,106144593
NOP56,15911,10528
NOP56P1,13962,646192
NOP56P2,49800,402360
NOP56P3,49801,106481967
NOP58,29926,51602
NOPCHAP1,28628,121053
NORAD,44311,647979
NOS1,7872,4842
NOS1AP,16859,9722
NOS2,7873,4843
NOS2P1,7875,645740
NOS2P2,7874,201288
NOS2P3,35124,339256
NOS2P4,50720,266619
NOS3,7876,4846
NOSIP,17946,51070
NOSTRIN,20203,115677
NOTCH1,7881,4851
NOTCH2,7882,4853
NOTCH2NLA,31862,388677
NOTCH2NLB,53923,100996763
NOTCH2NLC,53924,100996717
NOTCH2NLR,53925,101929796
NOTCH2P1,44253,100420260
NOTCH3,7883,4854
NOTCH4,7884,4855
NOTO,31839,344022
NOTUM,27106,147111
NOVA1,7886,4857
NOVA1-DT,19827,102725045
NOVA2,7887,4858
NOX1,7889,27035
NOX3,7890,50508
NOX4,7891,50507
NOX5,14874,79400
NOXA1,10668,10811
NOXO1,19404,124056
NOXRED1,20487,122945
NPAP1,1190,23742
NPAP1L,53980,729159
NPAP1P1,45018,100420827
NPAP1P2,45019,100420829
NPAP1P3,45020,100420830
NPAP1P4,45021,100533674
NPAP1P5,45022,100420671
NPAP1P6,45023,100533675
NPAP1P7,51473,107161163
NPAP1P8,51474,100420670
NPAS1,7894,4861
NPAS2,7895,4862
NPAS2-AS1,40408,101927142
NPAS3,19311,64067
NPAS4,18983,266743
NPAT,7896,4863
NPB,30099,256933
NPBWR1,4522,2831
NPBWR2,4530,2832
NPC1,7897,4864
NPC1L1,7898,29881
NPC2,14537,10577
NPDC1,7899,56654
NPEPL1,16244,79716
NPEPPS,7900,9520
NPEPPSP1,44259,440434
NPFF,7901,8620
NPFFR1,17425,64106
NPFFR2,4525,10886
NPHP1,7905,4867
NPHP3,7907,27031
NPHP3-ACAD11,48351,100532724
NPHP3-AS1,24129,348808
NPHP4,19104,261734
NPHS1,7908,4868
NPHS2,13394,7827
NPIPA1,7909,9284
NPIPA2,41979,642799
NPIPA3,41978,642778
NPIPA5,41980,100288332
NPIPA7,41982,101059938
NPIPA8,41983,101059953
NPIPA9,41984,105376752
NPIPB1P,37452,729602
NPIPB2,37451,729978
NPIPB3,28989,23117
NPIPB4,41985,440345
NPIPB5,37233,100132247
NPIPB6,37454,728741
NPIPB7,33832,440350
NPIPB8,37490,728734
NPIPB9,41987,100507607
NPIPB10P,37455,730153
NPIPB11,37453,728888
NPIPB12,37491,440353
NPIPB13,41989,613037
NPIPB14P,41990,109729168
NPIPB15,34409,440348
NPIPP1,35407,100874381
NPL,16781,80896
NPLOC4,18261,55666
NPLP1,54747,100529111
NPM1,7910,4869
NPM1P1,7911,4870
NPM1P2,7922,4871
NPM1P3,7923,4872
NPM1P4,7924,100128903
NPM1P5,7925,4874
NPM1P6,7926,4875
NPM1P7,7927,10831
NPM1P8,7928,100130233
NPM1P9,7929,392428
NPM1P10,7912,10837
NPM1P11,7913,10836
NPM1P12,7914,10835
NPM1P13,7915,10834
NPM1P14,7916,10833
NPM1P17,7919,10830
NPM1P18,7920,10829
NPM1P19,7921,10828
NPM1P20,20140,326608
NPM1P21,13855,100129237
NPM1P22,39679,390411
NPM1P23,44513,100422256
NPM1P24,45097,100422312
NPM1P25,45204,399804
NPM1P26,45205,100422313
NPM1P27,45206,100422243
NPM1P28,45207,646849
NPM1P29,45208,100422259
NPM1P30,45209,101928904
NPM1P31,45210,100287472
NPM1P32,45211,440902
NPM1P33,45212,100131478
NPM1P34,45213,100128410
NPM1P35,45214,100129067
NPM1P36,45215,652423
NPM1P37,45216,100422261
NPM1P38,45217,100128985
NPM1P39,45218,440577
NPM1P40,45219,100289584
NPM1P41,45220,100422249
NPM1P42,45221,729686
NPM1P43,45222,100422309
NPM1P44,45223,100422270
NPM1P45,45224,100422316
NPM1P46,45225,729342
NPM1P47,45226,100129972
NPM1P48,45227,442006
NPM1P49,45228,100422284
NPM1P50,45229,100129795
NPM1P51,45230,100130606
NPM1P52,45231,100422272
NPM2,7930,10361
NPM3,7931,10360
NPNT,27405,255743
NPPA,7939,4878
NPPA-AS1,37635,100379251
NPPB,7940,4879
NPPC,7941,4880
NPR1,7943,4881
NPR2,7944,4882
NPR3,7945,4883
NPRL2,24969,10641
NPRL3,14124,8131
NPS,33940,594857
NPSR1,23631,387129
NPSR1-AS1,22128,404744
NPTN,17867,27020
NPTN-IT1,45091,101241892
NPTX1,7952,4884
NPTX2,7953,4885
NPTXR,7954,23467
NPVF,13782,64111
NPW,30509,283869
NPY,7955,4852
NPY1R,7956,4886
NPY2R,7957,4887
NPY2R-AS1,55549,107986321
NPY4R,9329,5540
NPY4R2,52383,100996758
NPY5R,7958,4889
NPY6R,7959,4888
NQO1,2874,1728
NQO1-DT,55344,119139903
NQO2,7856,4835
NQO2-AS1,40407,105374888
NR1D1,7962,9572
NR1D2,7963,9975
NR1H2,7965,7376
NR1H3,7966,10062
NR1H4,7967,9971
NR1H5P,32673,643609
NR1I2,7968,8856
NR1I3,7969,9970
NR1I4,7970,22817
NR2C1,7971,7181
NR2C2,7972,7182
NR2C2AP,30763,126382
NR2E1,7973,7101
NR2E3,7974,10002
NR2F1,7975,7025
NR2F1-AS1,48622,441094
NR2F2,7976,7026
NR2F2-AS1,44222,644192
NR2F6,7977,2063
NR3C1,7978,2908
NR3C1P1,4592,2910
NR3C2,7979,4306
NR4A1,7980,3164
NR4A1AS,54409,115409980
NR4A2,7981,4929
NR4A3,7982,8013
NR5A1,7983,2516
NR5A2,7984,2494
NR6A1,7985,2649
NRAD1,26981,121838
NRADDP,19337,100129354
NRAP,7988,4892
NRARP,33843,441478
NRAS,7989,4893
NRAV,48588,100506668
NR0B1,7960,190
NR0B2,7961,8431
NRBF2,19692,29982
NRBF2P1,44604,648532
NRBF2P2,44605,100114903
NRBF2P3,44606,643232
NRBF2P4,44607,728381
NRBF2P5,44683,100118954
NRBF2P6,54797,730069
NRBP1,7993,29959
NRBP2,19339,340371
NRCAM,7994,4897
NRDC,7995,4898
NRDE2,20186,55051
NREP,16834,9315
NREP-AS1,40780,100873948
NRF1,7996,4899
NRG1,7997,3084
NRG1-IT1,43633,100856811
NRG1-IT3,43635,100874286
NRG2,7998,9542
NRG3,7999,10718
NRG3-AS1,31429,101929590
NRG4,29862,145957
NRGN,8000,4900
NRIP1,8001,8204
NRIP2,23078,83714
NRIP3,1167,56675
NRIP3-DT,55524,105376541
NRIR,51269,104326052
NRK,25391,203447
NRL,8002,4901
NRM,8003,11270
NRN1,17972,51299
NRN1L,29811,123904
NRON,37079,641373
NRP1,8004,8829
NRP2,8005,8828
NRROS,24613,375387
NRSN1,17881,140767
NRSN2,16229,80023
NRSN2-AS1,51222,100507459
NRTN,8007,4902
NRXN1,8008,9378
NRXN2,8009,9379
NRXN2-AS1,40416,107984337
NRXN3,8010,9369
NSA2,30728,10412
NSA2P1,54580,100421749
NSA2P2,54581,400061
NSA2P3,54582,100132658
NSA2P4,54583,100421765
NSA2P5,54584,100421689
NSA2P6,54587,100421721
NSA2P7,54588,100421693
NSD1,14234,64324
NSD2,12766,7468
NSD3,12767,54904
NSDHL,13398,50814
NSF,8016,4905
NSFL1C,15912,55968
NSFP1,31405,728806
NSG1,18790,27065
NSG2,24955,51617
NSL1,24548,25936
NSMAF,8017,8439
NSMCE1,29897,197370
NSMCE1-DT,51368,400512
NSMCE2,26513,286053
NSMCE3,7677,56160
NSMCE4A,25935,54780
NSMF,29843,26012
NSRP1,25305,84081
NSRP1P1,38087,100420557
NSUN2,25994,54888
NSUN3,26208,63899
NSUN4,31802,387338
NSUN5,16385,55695
NSUN5P1,19146,155400
NSUN5P2,16609,260294
NSUN6,23529,221078
NSUN7,25857,79730
NT5C,17144,30833
NT5C1A,17819,84618
NT5C1B,17818,93034
NT5C1B-RDH14,38831,100526794
NT5C2,8022,22978
NT5C3A,17820,51251
NT5C3AP1,18530,90859
NT5C3AP2,54578,100420394
NT5C3B,28300,115024
NT5CP1,20046,326609
NT5CP2,20047,326611
NT5CP3,39789,100420457
NT5DC1,21556,221294
NT5DC1P1,55018,100131340
NT5DC1P2,55019,402425
NT5DC2,25717,64943
NT5DC3,30826,51559
NT5DC4,27678,284958
NT5E,8021,4907
NT5ELP,55194,118568826
NT5M,15769,56953
NTAN1,29909,123803
NTAN1P1,45261,100420389
NTAN1P2,45262,100420307
NTAN1P3,45263,100420356
NTAQ1,25490,55093
NTF3,8023,4908
NTF4,8024,4909
NTF6A,8025,4910
NTF6B,8026,4911
NTF6G,8027,4912
NTHL1,8028,4913
NTM,17941,50863
NTM-AS1,32293,101929637
NTM-IT,41437,100874281
NTMT1,23373,28989
NTMT2,31932,149281
NTN1,8029,9423
NTN3,8030,4917
NTN4,13658,59277
NTN5,25208,126147
NTNG1,23319,22854
NTNG2,14288,84628
NTPCR,28204,84284
NTRK1,8031,4914
NTRK2,8032,4915
NTRK3,8033,4916
NTRK3-AS1,27532,283738
NTS,8038,4922
NTSR1,8039,4923
NTSR2,8040,23620
NUAK1,14311,9891
NUAK2,29558,81788
NUB1,17623,51667
NUBP1,8041,4682
NUBP2,8042,10101
NUBPL,20278,80224
NUBPL-DT,55483,105370437
NUCB1,8043,4924
NUCB1-AS1,40419,100874085
NUCB2,8044,4925
NUCKS1,29923,64710
NUCKS1P1,51943,100130466
NUDC,8045,10726
NUDCD1,24306,84955
NUDCD2,30535,134492
NUDCD3,22208,23386
NUDCP1,8046,10790
NUDCP2,8047,10789
NUDT1,8048,4521
NUDT2,8049,318
NUDT3,8050,11165
NUDT4,8051,11163
NUDT4B,18012,440672
NUDT4P2,18013,170688
NUDT5,8052,11164
NUDT6,8053,11162
NUDT7,8054,283927
NUDT8,8055,254552
NUDT9,8056,53343
NUDT9P1,28523,119369
NUDT10,17621,170685
NUDT11,18011,55190
NUDT12,18826,83594
NUDT13,18827,25961
NUDT14,20141,256281
NUDT15,23063,55270
NUDT15P1,17266,574532
NUDT15P2,20784,574533
NUDT16,26442,131870
NUDT16-DT,27947,339874
NUDT16L1,28154,84309
NUDT16L2P,27189,152195
NUDT17,26618,200035
NUDT18,26194,79873
NUDT19,32036,390916
NUDT19-DT,55296,118827810
NUDT19P1,43585,100126008
NUDT19P2,43586,100422458
NUDT19P3,43587,100422450
NUDT19P4,43588,100422452
NUDT19P5,43589,100422445
NUDT19P6,55061,107985644
NUDT21,13870,11051
NUDT21P1,39461,100422467
NUDT22,28189,84304
NUF2,14621,83540
NUFIP1,8057,26747
NUFIP1P1,8058,89761
NUFIP2,17634,57532
NUGGC,33550,389643
NUMA1,8059,4926
NUMB,8060,8650
NUMBL,8061,9253
NUP35,29797,129401
NUP35P1,52370,100419066
NUP35P2,52371,101059916
NUP37,29929,79023
NUP42,17010,11097
NUP43,21182,348995
NUP50,8065,10762
NUP50-DT,50502,100506714
NUP50P1,20025,145375
NUP50P2,29928,266785
NUP50P3,29927,266786
NUP54,17359,53371
NUP58,20261,9818
NUP58P1,44052,100289295
NUP62,8066,23636
NUP62CL,25960,54830
NUP85,8734,79902
NUP88,8067,4927
NUP93,28958,9688
NUP93-DT,55370,105371286
NUP98,8068,4928
NUP107,29914,57122
NUP107-DT,55587,100507250
NUP133,18016,55746
NUP133-DT,55870,101927478
NUP153,8062,9972
NUP153-AS1,55217,105374952
NUP155,8063,9631
NUP160,18017,23279
NUP188,17859,23511
NUP205,18658,23165
NUP210,30052,23225
NUP210L,29915,91181
NUP210P1,27399,255330
NUP210P2,42707,100129929
NUP210P3,42712,100419070
NUP214,8064,8021
NUPR1,29990,26471
NUPR2,44164,389493
NUS1,21042,116150
NUS1P1,38472,729148
NUS1P2,38473,646208
NUS1P3,30934,11049
NUS1P4,38474,100130167
NUSAP1,18538,51203
NUTF2,13722,10204
NUTF2P2,19934,326613
NUTF2P3,50452,106480298
NUTF2P4,50453,128322
NUTF2P5,50454,106481706
NUTF2P6,50455,100131623
NUTF2P7,50458,100287868
NUTF2P8,50457,100287183
NUTM1,29919,256646
NUTM2A,23438,728118
NUTM2A-AS1,45161,728190
NUTM2B,23445,729262
