ADSS2,292
ADTRP,21214
AEBP1,303
AEBP2,24051
AEN,25722
AFAP1,24017
AFAP1-AS1,28141
AFAP1L1,26714
AFAP1L2,25901
AFDN,7137
AFDN-DT,21236
AFF1,7135
AFF1-AS1,53447
AFF2,3776
AFF2-IT1,41334
AFF3,6473
AFF4,17869
AFF4-DT,55235
AFG1L,16411
AFG3L1P,314
AFG3L2,315
AFG3L2P1,24169
AFM,316
AFMID,20910
AFP,317
AFTPH,25951
AFTPH-DT,52788
AGA,318
AGA-DT,27730
AGAP1,16922
AGAP1-IT1,41427
AGAP2,16921
AGAP2-AS1,48633
AGAP3,16923
AGAP4,23459
AGAP5,23467
AGAP6,23466
AGAP7P,23465
AGAP9,23463
AGAP10P,23659
AGAP11,29421
AGAP12P,23661
AGAP13P,23499
AGAP14P,23660
AGBL1,26504
AGBL1-AS1,48617
AGBL2,26296
AGBL3,27981
AGBL4,25892
AGBL4-AS1,41123
AGBL4-IT1,41482
AGBL5,26147
AGBL5-AS1,41133
AGBL5-IT1,41484
AGER,320
AGFG1,5175
AGFG2,5177
AGGF1,24684
AGGF1P1,38051
AGGF1P2,38052
AGGF1P3,38053
AGGF1P4,38054
AGGF1P5,51741
AGGF1P6,51744
AGGF1P7,51740
AGGF1P8,51745
AGGF1P9,51746
AGGF1P10,51747
AGK,21869
AGK-DT,55356
AGKP1,37661
AGKP2,55132
AGL,321
AGMAT,18407
AGMO,33784
AGO1,3262
AGO2,3263
AGO3,18421
AGO4,18424
AGPAT1,324
AGPAT2,325
AGPAT3,326
AGPAT4,20885
AGPAT4-IT1,20988
AGPAT5,20886
AGPAT5P1,37709
AGPS,327
AGR2,328
AGR3,24167
AGRN,329
AGRP,330
AGT,333
AGTPBP1,17258
AGTR1,336
AGTR2,338
AGTRAP,13539
AGXT,341
AGXT2,14412
AHCTF1,24618
AHCTF1P1,24620
AHCY,343
AHCYL1,344
AHCYL2,22204
AHCYP1,44993
AHCYP2,44994
AHCYP3,44995
AHCYP4,44996
AHCYP5,44997
AHCYP6,44998
AHCYP7,44999
AHCYP8,45000
AHDC1,25230
AHI1,21575
AHI1-DT,32526
AHNAK,347
AHNAK2,20125
AHR,348
AHRR,346
AHSA1,1189
AHSA2P,20437
AHSG,349
AHSP,18075
AICDA,13203
AIDA,25761
AIDAP1,54663
AIDAP2,54664
AIDAP3,54665
AIF1,352
AIF1L,28904
AIFM1,8768
AIFM1P1,44884
AIFM2,21411
AIFM3,26398
AIG1,21607
AIG1P1,43926
AIM2,357
AIMP1,10648
AIMP1P1,16543
AIMP1P2,43693
AIMP2,20609
AIP,358
AIPL1,359
AIRE,360
AIRN,34515
AJAP1,30801
AJM1,37284
AJUBA,20250
AJUBA-DT,55449
AK1,361
AK2,362
AK2P1,24037
AK2P2,33542
AK3,17376
AK3P2,31099
AK3P3,39062
AK3P4,39063
AK3P5,39064
AK3P6,39065
AK4,363
AK4P1,364
AK4P2,39066
AK4P3,21596
AK4P4,39067
AK4P5,39068
AK4P6,39069
AK5,365
AK6,49151
AK6P1,51678
AK6P2,51679
AK7,20091
AK8,26526
AK9,33814
AKAIN1,28285
AKAP1,367
AKAP1-DT,55339
AKAP2,372
AKAP3,373
AKAP4,374
AKAP5,375
AKAP6,376
AKAP7,377
AKAP8,378
AKAP8L,29857
AKAP8P1,49758
AKAP9,379
AKAP10,368
AKAP11,369
AKAP12,370
AKAP13,371
AKAP14,24061
AKAP17A,18783
AKAP17BP,38514
AKIP1,1170
AKIRIN1,25744
AKIRIN1P1,50794
AKIRIN1P2,50797
AKIRIN2,21407
AKIRIN2P1,50796
AKNA,24108
AKNAD1,28398
AKR1A1,380
AKR1B1,381
AKR1B1P1,420
AKR1B1P2,425
AKR1B1P3,422
AKR1B1P4,423
AKR1B1P5,20002
AKR1B1P6,33498
AKR1B1P7,33497
AKR1B1P8,33496
AKR1B10,382
AKR1B10P1,45062
AKR1B10P2,45063
AKR1B15,37281
AKR1C1,384
AKR1C2,385
AKR1C3,386
AKR1C4,387
AKR1C5P,44679
AKR1C6P,44680
AKR1C7P,44681
AKR1C8,23469
AKR1D1,388
AKR1D1P1,11288
AKR1E2,23437
AKR7A2,389
AKR7A2P1,24062
AKR7A2P2,55059
AKR7A3,390
AKR7L,24056
AKT1,391
AKT1S1,28426
AKT2,392
AKT3,393
AKT3-IT1,41304
AKTIP,16710
ALAD,395
ALAS1,396
ALAS2,397
ALB,399
ALCAM,400
ALDH1A1,402
ALDH1A2,15472
ALDH1A2-AS1,27515
ALDH1A3,409
ALDH1A3-AS1,55416
ALDH1B1,407
ALDH1L1,3978
ALDH1L1-AS1,40244
ALDH1L1-AS2,42446
ALDH1L2,26777
ALDH2,404
ALDH3A1,405
ALDH3A2,403
ALDH3B1,410
ALDH3B2,411
ALDH4A1,406
ALDH5A1,408
ALDH6A1,7179
ALDH7A1,877
ALDH7A1P1,878
ALDH7A1P2,879
ALDH7A1P3,880
ALDH7A1P4,881
ALDH8A1,15471
ALDH9A1,412
ALDH16A1,28114
ALDH18A1,9722
ALDOA,414
ALDOAP1,415
ALDOAP2,416
ALDOB,417
ALDOC,418
ALG1,18294
ALG1L,33721
ALG1L2,37258
ALG1L3P,44372
ALG1L5P,44374
ALG1L6P,44375
ALG1L7P,44376
ALG1L8P,44377
ALG1L9P,44378
ALG1L10P,44379
ALG1L11P,44380
ALG1L12P,44381
ALG1L13P,44382
ALG1L14P,44383
ALG1L15P,44384
ALG2,23159
ALG3,23056
ALG3P1,45159
ALG5,20266
ALG6,23157
ALG8,23161
ALG9,15672
ALG9-IT1,41409
ALG10,23162
ALG10B,31088
ALG11,32456
ALG12,19358
ALG13,30881
ALG13-AS1,41277
ALG14,28287
ALG14-AS1,41192
ALK,427
ALKAL1,33775
ALKAL2,27683
ALKBH1,17911
ALKBH2,32487
ALKBH3,30141
ALKBH3-AS1,48670
ALKBH4,21900
ALKBH5,25996
ALKBH6,28243
ALKBH7,21306
ALKBH8,25189
ALLC,17377
ALMS1,428
ALMS1-IT1,41305
ALMS1P1,29586
ALOX5,435
ALOX5AP,436
ALOX12,429
ALOX12-AS1,51342
ALOX12B,430
ALOX12P1,431
ALOX12P2,432
ALOX15,433
ALOX15B,434
ALOX15P1,13742
ALOX15P2,39027
ALOXE3,13743
ALOXE3P1,44238
ALPG,441
ALPI,437
ALPK1,20917
ALPK2,20565
ALPK3,17574
ALPL,438
ALPP,439
ALPPP,14016
ALS2,443
ALS2CL,20605
ALX1,1494
ALX3,449
ALX4,450
ALYREF,19071
AMACR,451
AMBN,452
AMBP,453
AMBRA1,25990
AMD1,457
AMD1P1,44898
AMD1P2,460
AMD1P3,51608
AMD1P4,51609
AMDHD1,28577
AMDHD2,24262
AMELX,461
AMELY,462
AMER1,26837
AMER2,26360
AMER3,26771
AMFR,463
AMH,464
AMHR2,465
AMIGO1,20824
AMIGO2,24073
AMIGO3,24075
AMLCR2,466
AMMECR1,467
AMMECR1-IT1,41306
AMMECR1L,28658
AMMECR1LP1,39809
AMN,14604
AMN1,27281
AMOT,17810
AMOTL1,17811
AMOTL2,17812
AMPD1,468
AMPD2,469
AMPD3,470
AMPH,471
AMT,473
AMTN,33188
AMY1A,474
AMY1B,475
AMY1C,476
AMY2A,477
AMY2B,478
AMYP1,479
AMZ1,22231
AMZ2,28041
AMZ2P1,26491
AMZ2P2,38072
AMZ2P3,54911
ANAPC1,19988
ANAPC1P1,44150
ANAPC1P2,54708
ANAPC1P3,54709
ANAPC1P4,54710
ANAPC1P5,54711
ANAPC1P6,54712
ANAPC2,19989
ANAPC4,19990
ANAPC5,15713
ANAPC7,17380
ANAPC10,24077
ANAPC10P1,33976
ANAPC11,14452
ANAPC13,24540
ANAPC15,24531
ANAPC15P1,54888
ANAPC15P2,54889
ANAPC16,26976
ANCR,482
ANG,483
ANGEL1,19961
ANGEL2,30534
ANGPT1,484
ANGPT2,485
ANGPT4,487
ANGPTL1,489
ANGPTL2,490
ANGPTL3,491
ANGPTL4,16039
ANGPTL5,19705
ANGPTL6,23140
ANGPTL7,24078
ANGPTL8,24933
ANHX,40024
ANK1,492
ANK2,493
ANK2-AS1,40076
ANK3,494
ANK3-DT,54102
ANKAR,26350
ANKDD1A,28002
ANKDD1B,32525
ANKEF1,15803
ANKFN1,26766
ANKFY1,20763
ANKH,15492
ANKH-DT,55234
ANKHD1,24714
ANKHD1-DT,55564
ANKHD1-EIF4EBP3,33530
ANKIB1,22215
ANKK1,21027
ANKLE1,26812
ANKLE2,29101
ANKMY1,20987
ANKMY2,25370
ANKRA2,13208
ANKRD1,15819
ANKRD2,495
ANKRD6,17280
ANKRD7,18588
ANKRD9,20096
ANKRD10,20265
ANKRD10-IT1,39891
ANKRD11,21316
ANKRD11P1,54737
ANKRD11P2,54738
ANKRD12,29135
ANKRD13A,21268
ANKRD13B,26363
ANKRD13C,25374
ANKRD13D,27880
ANKRD16,23471
ANKRD17,23575
ANKRD17-DT,55556
ANKRD18A,23643
ANKRD18B,23644
ANKRD18CP,43601
ANKRD18DP,28016
ANKRD18EP,43609
ANKRD19P,22567
ANKRD20A1,23665
ANKRD20A2P,31979
ANKRD20A3P,31981
ANKRD20A4P,31982
ANKRD20A5P,33833
ANKRD20A6P,37714
ANKRD20A7P,31980
ANKRD20A8P,23666
ANKRD20A9P,42023
ANKRD20A10P,39707
ANKRD20A11P,42024
ANKRD20A12P,43603
ANKRD20A13P,43604
ANKRD20A14P,43605
ANKRD20A15P,43606
ANKRD20A16P,43607
ANKRD20A17P,43608
ANKRD20A18P,23756
ANKRD20A19P,42737
ANKRD20A20P,32319
ANKRD20A21P,52329
ANKRD22,28321
ANKRD23,24470
ANKRD24,29424
ANKRD26,29186
ANKRD26P1,32955
ANKRD26P2,39687
ANKRD26P3,39689
ANKRD26P4,39690
ANKRD27,25310
ANKRD28,29024
ANKRD29,27110
ANKRD30A,17234
ANKRD30B,24165
ANKRD30BL,35167
ANKRD30BP1,19722
ANKRD30BP2,16620
ANKRD30BP3,27873
ANKRD31,26853
ANKRD33,13788
ANKRD33B,35240
ANKRD33B-AS1,41298
ANKRD34A,27639
ANKRD34B,33736
ANKRD34C,33888
ANKRD34C-AS1,48618
ANKRD35,26323
ANKRD36,24079
ANKRD36B,29333
ANKRD36BP1,28169
ANKRD36BP2,33607
ANKRD36C,32946
ANKRD36P1,37759
ANKRD37,29593
ANKRD39,28640
ANKRD40,28233
ANKRD40CL,26080
ANKRD42,26752
ANKRD42-DT,55590
ANKRD44,25259
ANKRD44-AS1,41090
ANKRD44-DT,55840
ANKRD44-IT1,41477
ANKRD45,24786
ANKRD46,27229
ANKRD49,25970
ANKRD49P1,54619
ANKRD49P2,54620
ANKRD49P3,54621
ANKRD49P4,54622
ANKRD50,29223
ANKRD52,26614
ANKRD53,25691
ANKRD54,25185
ANKRD54P1,39214
ANKRD55,25681
ANKRD60,16217
ANKRD61,22467
ANKRD62,35241
ANKRD62P1,42363
ANKRD62P1-PARP4P3,42393
ANKRD63,40027
ANKRD65,42950
ANKRD65-AS1,55844
ANKRD66,44669
ANKS1A,20961
ANKS1B,24600
ANKS3,29422
ANKS4B,26795
ANKS6,26724
ANKUB1,29642
ANKZF1,25527
ANLN,14082
ANO1,21625
ANO1-AS1,40016
ANO2,1183
ANO3,14004
ANO3-AS1,54190
ANO4,23837
ANO5,27337
ANO6,25240
ANO7,31677
ANO7L1,32248
ANO8,29329
ANO9,20679
ANO10,25519
ANOS1,6211
ANOS2P,6214
ANP32A,13233
ANP32A-IT1,25672
ANP32AP1,42949
ANP32B,16677
ANP32BP1,24267
ANP32BP2,38552
ANP32BP3,44089
ANP32C,16675
ANP32D,16676
ANP32E,16673
ANPEP,500
ANTKMT,14152
ANTXR1,21014
ANTXR2,21732
ANTXRL,27277
ANTXRLP1,45004
ANXA1,533
ANXA2,537
ANXA2P1,538
ANXA2P2,539
ANXA2P3,540
ANXA2R,33463
ANXA3,541
ANXA4,542
ANXA5,543
ANXA6,544
ANXA7,545
ANXA8,546
ANXA8L1,23334
ANXA9,547
ANXA10,534
ANXA11,535
ANXA13,536
AOAH,548
AOAH-IT1,41307
AOC1,80
AOC2,549
AOC3,550
AOC4P,48869
AOPEP,1361
AOX1,553
AOX2P,18450
AOX3P,19049
AOX3P-AOX2P,53766
AP1AR,28808
AP1AR-DT,55391
AP1B1,554
AP1B1P1,297
AP1B1P2,298
AP1G1,555
AP1G2,556
AP1G2-AS1,55442
AP1M1,13667
AP1M2,558
AP1M2P1,54978
AP1S1,559
AP1S2,560
AP1S2P1,50752
AP1S3,18971
AP2A1,561
AP2A2,562
AP2B1,563
AP2B1P1,55017
AP2M1,564
AP2S1,565
AP3B1,566
AP3B2,567
AP3D1,568
AP3M1,569
AP3M2,570
AP3S1,2013
AP3S2,571
AP4B1,572
AP4B1-AS1,44114
AP4E1,573
AP4M1,574
AP4S1,575
AP5B1,25104
AP5M1,20192
AP5S1,15875
AP5Z1,22197
APAF1,576
APBA1,578
APBA2,579
APBA3,580
APBB1,581
APBB1IP,17379
APBB2,582
APBB3,20708
APC,583
APC2,24036
APCDD1,15718
APCDD1L,26892
APCDD1L-DT,27152
APCS,584
APEH,586
APELA,48925
APEX1,587
APEX2,17889
APH1A,29509
APH1B,24080
API5,594
API5P1,595
API5P2,39070
APIP,17581
APLF,28724
APLN,16665
APLNR,339
APLP1,597
APLP2,598
APMAP,13238
APOA1,600
APOA1-AS,40079
APOA2,601
APOA4,602
APOA5,17288
APOB,603
APOBEC1,604
APOBEC2,605
APOBEC3A,17343
APOBEC3A_B,44196
APOBEC3AP1,43835
APOBEC3B,17352
APOBEC3B-AS1,43836
APOBEC3C,17353
APOBEC3D,17354
APOBEC3F,17356
APOBEC3G,17357
APOBEC3H,24100
APOBEC4,32152
APOBR,24087
APOC1,607
APOC1P1,608
APOC2,609
APOC3,610
APOC4,611
APOC4-APOC2,44426
APOD,612
APOE,613
APOF,615
APOH,616
APOL1,618
APOL2,619
APOL3,14868
APOL4,14867
APOL5,14869
APOL6,14870
APOLD1,25268
APOM,13916
APONP,53942
APOO,28727
APOOL,24009
APOOP1,48739
APOOP2,48740
APOOP3,48741
APOOP4,48742
APOOP5,48743
APP,620
APP-DT,55075
APPBP2,622
APPBP2-DT,55423
APPL1,24035
APPL2,18242
APRG1,24082
APRT,626
APTR,44173
APTX,15984
AQP1,633
AQP2,634
AQP3,636
AQP4,637
AQP4-AS1,26399
AQP5,638
AQP5-AS1,55474
AQP6,639
AQP7,640
AQP7P1,32048
AQP7P2,32049
AQP7P3,31976
AQP7P4,32056
AQP7P5,51836
AQP8,642
AQP9,643
AQP10,16029
AQP11,19940
AQP12A,19941
AQP12B,6096
AQR,29513
AR,644
ARAF,646
ARAFP1,50824
ARAFP2,647
ARAFP3,35474
ARAP1,16925
ARAP1-AS1,39993
ARAP1-AS2,39994
ARAP2,16924
ARAP3,24097
ARC,648
ARCN1,649
AREG,651
AREL1,20363
ARF1,652
ARF1P1,22500
ARF1P2,39883
ARF1P3,39884
ARF2P,44341
ARF3,654
ARF4,655
ARF4-AS1,51593
ARF4P1,657
ARF4P2,16599
ARF4P3,32380
ARF4P4,37628
ARF4P5,37629
ARF5,658
ARF6,659
ARFGAP1,15852
ARFGAP2,13504
ARFGAP3,661
ARFGEF1,15772
ARFGEF1-DT,55237
ARFGEF2,15853
ARFGEF3,21213
ARFIP1,21496
ARFIP2,17160
ARFRP1,662
ARG1,663
ARG2,664
ARGFX,30146
ARGFXP1,17252
ARGFXP2,23977
ARGLU1,25482
ARHGAP1,673
ARHGAP4,674
ARHGAP5,675
ARHGAP5-AS1,20279
ARHGAP6,676
ARHGAP8,677
ARHGAP9,14130
ARHGAP10,26099
ARHGAP11A,15783
ARHGAP11B,15782
ARHGAP11B-DT,55586
ARHGAP12,16348
ARHGAP15,21030
ARHGAP15-AS1,40949
ARHGAP16P,19921
ARHGAP17,18239
ARHGAP18,21035
ARHGAP19,23724
ARHGAP19-SLIT1,48348
ARHGAP20,18357
ARHGAP21,23725
ARHGAP22,30320
ARHGAP22-IT1,42944
ARHGAP23,29293
ARHGAP23P1,45039
ARHGAP24,25361
ARHGAP25,28951
ARHGAP26,17073
ARHGAP26-AS1,40792
ARHGAP26-IT1,41429
ARHGAP27,31813
ARHGAP27P1,28630
ARHGAP27P1-BPTFP1-KPNA2P3,52873
ARHGAP27P2,53771
ARHGAP28,25509
ARHGAP28-AS1,55320
ARHGAP29,30207
ARHGAP29-AS1,54311
ARHGAP30,27414
ARHGAP31,29216
ARHGAP31-AS1,41235
ARHGAP32,17399
ARHGAP33,23085
ARHGAP35,4591
ARHGAP36,26388
ARHGAP39,29351
ARHGAP40,16226
ARHGAP42,26545
ARHGAP42-AS1,54801
ARHGAP42P1,43940
ARHGAP42P2,43939
ARHGAP42P3,19327
ARHGAP42P4,43941
ARHGAP42P5,43942
ARHGAP44,29096
ARHGAP44-AS1,55326
ARHGAP45,17102
ARHGDIA,678
ARHGDIB,679
ARHGDIG,680
ARHGEF1,681
ARHGEF2,682
ARHGEF2-AS1,40082
ARHGEF2-AS2,55175
ARHGEF3,683
ARHGEF3-AS1,40083
ARHGEF4,684
ARHGEF4-AS1,55716
