MT_iCHOv1_final,MT_iHsa,MT_iMM1415,MT_iRno,MT_recon_1,MT_recon_2_2_entrez
100756109,26063,20535,288914,3098.5,170712
100766810,26090,20533,288917,3099,341947
100764638,26121,240215,288923,31,134526
100752451,2617,20536,289021,31,55748
100757970,2618,218756,289032,31.3,113189
100763091,262,216019,289055,31.4,84105
100689437,26227,15275,289081,31.5,29958
100765652,26229,103988,289095,3101,64772
100774281,26266,212032,289175,314,55500
100765356,26275,15277,289197,314,79813
100759874,26279,15233,289217,3141,80308
100769555,2628,58875,289219,3145,79611
100753802,26289,15109,289276,3155,123745
100754101,2629,15186,289352,3156,377841
100759779,26301,70789,289407,3157,92579
100761300,2632,11945,289456,3157,7841
100761511,26330,11944,289459,3158,26330
100764862,2638,15288,289481,316,57678
100758466,2639,15357,289482,3162,8228
100769436,2643,208715,289561,3163,124
100753689,2645,15360,289608,3176,84444
100771752,2650,208982,289632,3177,125
100759730,26503,15356,289668,318,1491
100773080,2651,15368,289687,318,126
100754714,2653,15369,289727,318.3,1503
100756410,2657,26062,289733,32,129642
100754544,26576,160287,289757,3242,127
100771005,26580,52815,289758,3251,56474
100755145,266722,106557,289801,3283,27235
100764568,266740,16833,289827,3284,128
100767175,2673,16832,289934,3290,84076
100774155,2678,16828,289950,3290,8029
100765697,2683,27029,290027,3291,130
100767367,2686,15483,290029,3292,55224
100774411,2687,15484,290223,3293,131
100753962,26873,14979,290230,3294,55301
100756731,26958,15485,290277,3295,79717
100758055,270,15486,290315,3340,132
100765637,27010,15487,290350,337876,80055
100760424,27032,15490,290401,34,1537
100769417,27034,15493,290484,3417,65263
100774081,27068,15492,290500,3418,1583
100764465,27087,101502,290551,3419,1584
100769695,27090,57028,290555,341947,1585
100755739,271,74011,290566,3420,1586
100753146,2710,22229,290567,3420,1588
100762175,2712,22228,290623,3420.3,1543
100752256,27124,22227,290636,3421,1544
100757720,2713,20523,290637,3421,1545
100750969,27132,170718,290638,3422,54872
100767631,27159,67834,290646,3423,1589
100754476,27163,15929,290651,3423,1591
100762713,27165,15926,290658,3425,1592
100773025,2717,269951,290659,343,1593
100751727,27173,22018,290685,347734,54981
100771064,272,15932,290741,348477,1594
100763920,2720,12035,290794,349565,54995
100752327,27231,12036,290843,35,1553
100772831,27232,72401,290923,353,1548
100762141,27235,23917,290947,36,1549
100765707,27284,23918,290959,3612,1555
100760081,2729,56727,290999,3613,79896
100767633,27294,239606,291022,3614,1562
100767929,27297,233836,291075,3614,1557
100759594,2730,91734,291084,3615,80162
100759210,27306,319554,291095,3620,1558
100770626,2731,20917,291103,3628,1559
100766004,27343,56451,291132,3631,1565
100764526,27349,20916,291133,3631,118881
100774391,2739,216225,291211,3632,1571
100762426,27430,20498,291314,3633,1572
100774668,27434,107723,291318,3635,1573
100750644,2744,20499,29132,3636,1576
100752294,2745,57138,291324,3658,1577
100762102,2746,16548,291394,366,1551
100774614,2747,98256,291403,3704,133686
100765485,275,236727,29142,3704,1579
100759780,2752,77031,291437,3706,1580
100763159,276,626571,291450,3707,348932
100759847,2760,64008,291468,3712,131669
100757689,2762,226413,291470,374291,8529
100760581,2766,16816,291526,374907,4051
100752344,277,109801,291527,374907,257068
100759191,278,208285,291534,376497,11283
100766113,279,13121,291541,376497,1595
100771204,2799,16987,29155,377677,1581
100772647,28,19193,291556,3795,124637
100759869,280,16956,291577,3795,9420
100774277,2805,15450,291582,38,1582
100774234,2806,23945,291624,383,1610
100759926,2819,237625,291640,384,160428
100765530,2820,18947,291699,387893,126410
100756739,2821,16891,29170,389015,1621
100771229,2822,67717,29171,39,124975
100759906,28231,69060,29172,3906,1622
100753688,28232,18946,291733,3931,114971
100762274,28234,79235,291819,3938,1629
100754434,283208,235293,291824,3939,129607
100769399,283209,16993,29184,3945,1632
100773572,283375,211666,291926,3948,1633
100763612,283652,17001,291939,3948,1636
100767695,283748,66447,29194,3990,1638
100756446,283871,64707,291969,3992,1635
100752083,283985,20937,291974,4023,150763
100764540,284004,77683,291984,4047,1644
100766218,284098,67956,292023,4048,169355
100689391,284111,231051,292028,4051,8528
100750757,284129,84505,292072,4056,1666
100760661,284273,110147,292073,4056,26063
100773134,284541,73251,29215,410,340024
100768154,285195,208266,292155,411,91373
100771350,285440,239122,29216,411,60490
100764249,285641,4122,29221,412,84803
100759236,285973,17158,29223,4121,160287
100763166,2875,17308,29224,4122,8694
100772592,2876,103534,29225,4123,1606
100761765,2877,269181,29230,4124,1607
100766715,2878,17309,292325,4125,8527
100755714,2879,107895,29240,4126,8526
100757919,2880,217664,29241,4128,1608
103158538,2882,14874,29242,4129,160851
100763488,28965,76051,29244,4143,9162
100771326,28972,14387,292485,4144,1609
100768771,28976,331026,29253,4166,8525
100768798,28992,69080,292536,4190,144193
100767141,290,227619,29254,4191,1716
100773397,29071,110119,29261,4199,1718
100764620,29085,72039,292657,4200,1717
100761707,291,78038,29268,4245,1719
100764088,292,56690,29270,4247,1723
100753500,2923,223722,292737,4248,284273
100768035,293,246221,292759,4249,159963
100762704,2936,76668,29277,4258,79077
100774202,2937,17449,292777,4259,27068
100770965,2938,17448,292778,427,57818
100758776,2939,107029,292804,427,1737
100757024,2940,17436,292845,43,1738
100770867,2941,109264,292915,43,19
100755514,2944,404195,29298,4329,9651
100774782,2946,13077,292999,435,158
100689199,2947,13078,29301,4351,1743
100762894,2948,13076,293048,4353,23007
100773264,2949,108645,293049,4357,159
100752583,2950,232087,29309,4363,57571
100751492,2952,11720,293128,438,54480
100760496,2953,20539,293129,440,57393
100765829,2954,238505,293142,440,387893
100754813,2977,17855,293144,440.3,197258
100753943,29785,57377,293150,443,23205
100759323,2982,69718,293173,445,27165
100772642,2983,212111,29322,445,27089
100758328,2987,16330,29323,4507,51205
100762089,29880,64436,29326,4512,27349
100751581,29881,16332,29328,4513,8608
100763862,2990,16331,29337,4514,1786
100770086,29906,27124,293451,4519,1787
100767336,29914,104015,29347,4522,1788
100760811,2992,16329,293476,4524,1789
100756809,29920,233011,293504,4535,259230
100751774,29922,228550,293508,4536,51477
100771587,29925,320404,293526,4537,65220
100751196,29926,114663,29353,4538,55191
100761349,29929,55980,29354,4539,56954
100773070,29940,71780,293589,4540,80347
100759003,29943,234515,29359,4541,113451
100770695,29947,269180,293613,4548,1800
100755018,29953,230815,293615,4594,9489
100689303,29954,17156,293620,4597,55361
100770553,29956,17155,293638,4598,23533
100770430,29958,73724,293650,4668,64600
100771387,29968,17850,293653,4669,64077
100757224,2997,233549,293667,4694,8818
100769284,2998,68393,29367,4695,10135
100769779,29985,66902,293688,4696,1806
100753343,29986,285216,293721,4697,1807
100765113,29988,80068,293722,4698,1808
100771821,30,17768,293779,47,1809
100751991,30061,17769,293820,47,1811
100766811,3028,94192,293829,4700,84129
100765795,3029,11484,29383,4701,79581
100772179,3030,71670,293847,4702,55065
100753140,3032,17720,293852,4704,7991
100770084,3033,69875,293854,4705,57026
100772527,3034,66495,293856,4706,55163
100750927,3035,225887,29387,4707,29920
100755288,3036,66414,293949,4708,195814
100759021,3037,66416,293989,4709,55312
100770286,3038,17992,294088,471,64080
100774126,3052,67273,294103,4710,113675
100756174,306,68342,29411,4711,80854
100764774,3067,66046,294119,4712,93100
100769497,3069,17991,29416,4712,51227
100767954,3073,4541,29421,4713,84569
100756055,3074,17716,294239,4714,113235
100770133,3081,68202,294255,4715,80235
100766663,30814,17717,294281,4716,1841
100754559,30815,66916,294292,4717,53905
103158591,30833,17718,294320,4718,64220
100770894,30834,75406,294321,4719,29953
100770605,3091,66108,294324,4720,1854
100751421,3098,67264,294329,4722,10975
100763234,3099,407785,29435,4723,29796
100754426,31,68349,29440,4724,55293
100761323,3101,17719,29441,4725,54716
100764593,313,68197,294410,4726,10682
100767324,314,54405,29443,4728,1890
100755005,3141,4710,294449,4729,1891
100754712,3145,66377,29445,4731,1892
100754136,3155,230075,29447,4731,548596
100765755,3156,227197,294504,4758,175
100756208,3157,68375,294521,4759,441024
100753835,3158,72900,29464,476,178
100762075,316,80286,294673,477,641649
100763873,3162,595136,29468,478,10554
100689448,3163,17993,29470,48,1962
100768929,3176,66218,29473,480,10555
100751522,3177,67184,294744,481,56894
100755610,317749,226646,29475,482,55627
100757362,318,78330,294753,483,21
100757611,32,68198,294762,4830,641371
100755391,3242,67130,294800,4830,641372
100752593,3248,66091,294810,4831,56267
100767663,3251,4707,29482,4832,728226
100763345,326625,100043472,29483,4833,2023
100770659,3283,17721,29484,4837,2026
100751055,3284,17995,29485,4842,2027
100757895,3290,192185,29487,4843,5167
103162307,3291,78914,294972,4843,5168
100756277,3292,17939,294973,4844,5169
100755765,3293,59033,29498,4845,953
100772629,3294,94229,29501,4846,954
100751850,3295,114479,29502,4860,956
100757174,33,110895,29503,4881,957
100760037,3339,20544,295037,4882,955
100761777,3340,226999,29504,4882,24
100764735,335,105243,295051,490,2052
100767245,336,277973,295088,4905,2053
100771589,3373,338403,29509,4907,189
100768438,3376,20497,29510,491,8288
100770355,337867,76376,29511,492,191
100774983,337876,94249,29512,493,10768
100772914,337880,214111,295143,4942,2098
100763112,338328,238384,295180,495,2108
100760520,339221,76025,29520,4952,2109
100767831,3396,67464,295219,4952,2110
100760280,339983,18103,29526,4953,2131
100767441,34,18102,29527,496,2132
100769408,340024,171567,295305,4967,2134
100772883,340156,79059,29531,4967,2135
100759816,340485,54369,295319,498,2137
100759837,341392,56520,295356,498,7923
100764873,3417,19743,29539,498.3,2168
100772102,3418,58176,295394,50,2180
100764294,3419,20495,295395,5009,2181
100758487,3420,20496,29540,501,2182
100689251,3421,74080,295401,5019,3992
100689252,3422,66454,295417,5033,9415
100769225,3423,226518,295430,5034,2184
100750761,3425,67375,295443,5048,2194
100771181,343,18113,295455,50487,2203
100774067,343641,18948,295458,5049,8789
100774472,345274,4845,295531,5050,203
100774848,346606,18125,29554,50506,204
100751979,347734,18126,295543,5051,2222
100765862,348158,4844,29560,50515,205
100751224,348932,18127,29562,5052,2224
100751518,349565,20445,295620,5052,2235
100754324,35,76952,295645,5052.3,26289
100756350,353,50773,29566,5053,2271
100767102,353238,103850,295663,506,2326
100765741,353497,107569,295669,50614,2327
100769548,358,23959,29573,50617,2328
100758717,359,16434,29580,50617,2329
100759346,36,69983,29582,50617.3,2330
100761703,360,18416,29592,50700,2348
100760489,361,64059,29593,50808,2350
100767050,3612,67041,295934,50814,2352
100752880,3613,12040,295961,509,10351
100774576,3614,12039,29598,509,10327
100756723,3615,13171,29599,5091,231
100760312,362,22247,29600,5091,2356
100774512,3620,75475,29603,5092,8790
100755987,3628,18263,296048,5092,1645
100764561,363,18242,296091,50940,1109
100773811,3631,231583,29611,5095,6718
100770498,3632,13070,296117,5096,100526794
103158658,3633,110115,296118,51,8574
100768998,3635,13072,296128,51,210
100765958,3636,13074,296130,51004,211
100768368,364,13075,296152,51004,212
100756132,3658,13079,296167,51005,10841
100751372,366,104086,296188,51022,2495
100767272,37,72082,296259,51022,10840
103162985,3704,69888,29632,5105,2512
100772118,3705,56448,29633,5106,5243
100767531,3706,13107,29634,51079,2517
100766764,3707,56050,296360,51109,2519
100762413,3712,100041375,29637,51146,2523
100764888,372,56388,296370,51166,2525
100767083,373156,13113,29639,51166,2530
100751825,3735,13116,296394,51179,216
100774910,374462,64385,29640,51179,10690
100757901,374569,106648,29642,51181,2531
100758386,374907,72054,29646,51196,224
100769146,375056,13122,29653,51227,217
100772668,375775,13123,296560,51227,218
100771642,376497,13124,296564,51227.3,2538
100751454,377677,66194,296571,51251,2539
100762593,377841,69051,296588,51268,8659
100765414,3795,209027,29660,51292,2542
100689250,38,18472,296600,51292,2548
100754791,3816,18475,296616,51292.3,219
100768838,3817,18476,296624,513,7915
100756254,383,100163,296635,513,220
100736551,384,27226,296733,5130,2571
100689285,386724,73836,29680,51301,2572
100758277,387700,11982,296849,51302,221
100756126,387787,18806,296851,5136,222
100750501,388714,18805,29688,5136,2581
100752423,389015,266645,29692,5137,2582
100754759,3897,18822,296925,5138,2583
100755503,39,26432,29693,51380,2584
100757969,3906,26433,296959,51382,2585
100772356,390877,18563,296969,5139,223
100774587,390928,18670,296972,514,2588
100769238,391013,18574,296973,514,2589
100768699,3930,18575,296981,5140,2590
100772822,3931,238871,29700,5140,2591
100752832,3938,18578,297029,5141,8693
100767250,3939,207728,29711,5142,11227
100752009,3945,18573,297113,5143,11226
100762945,3948,18583,29715,5144,51809
100763307,3949,218461,29723,51447,26290
100774762,3988,241489,29725,51447,50614
100757075,3990,18584,29726,51447.3,2592
100765193,3992,54611,29735,51447.4,2593
100767091,3995,18576,297386,51447.5,23193
100755966,401251,29863,297389,51447.6,2595
100772070,401494,23984,29739,5145,226
100759374,4015,110385,297393,5146,2597
100763065,4017,18582,29740,5147,2618
100768122,4023,78600,297412,51477,229
100689193,4025,18588,297417,51478,2628
100750420,403313,225600,297428,5148,2629
100751551,403314,110855,29743,5149,230
100753277,4036,18587,297437,515,2632
100754362,4047,242202,297508,515,2638
100755939,4048,68263,297514,515.3,23464
100756511,4051,18597,29754,5150,2639
100759696,4056,18598,297554,5150,2643
100759944,410,235339,297566,5151,2645
100760222,4101,103711,29757,5151,8647
100762910,411,11980,29758,5151.3,2650
100770327,412,18534,297610,5151.4,2651
100774584,4121,74551,297797,5151.5,9245
100774886,4122,80911,297805,5152,2653
100774969,4123,18618,297814,5152,9615
100775064,4124,18642,297910,51521,2673
100755315,4125,56421,297932,51522,9945
100765436,4126,18641,297969,51523,8836
100766007,4128,236539,297998,51524,9453
100762641,4129,54486,298003,51525,2678
100752813,414,19215,298071,51526,728441
100764811,4141,96979,298079,51527,2686
100762580,4143,64292,298098,51528,2687
100761591,4144,14751,298103,51529,2710
100768429,415,19223,298182,5152,239
100752542,4166,18655,298199,5152,2712
100770343,417,348477,298227,5152.3,2717
100769832,419,18663,298250,5152.4,2720
100768978,4190,66171,298280,5152.5,242
100755382,4191,5240,298298,5152.6,2729
100763274,4199,66681,298340,5152.7,2730
100771637,420,72157,298376,5153,2731
100764720,4200,74451,298381,51540,2739
100755252,4234,19224,298399,51557,246
100754972,4245,19225,298410,5158,2745
100752636,4247,52466,298451,516,2744
100765169,4248,234724,298490,516,2746
100768928,4249,18478,298541,5160,2747
100756404,4255,16922,298579,51604,247
100757152,4257,19211,298595,51606,2752
100751520,4258,18717,298596,51606,240
100760315,4259,18720,298607,51606.3,2762
100750667,427,18719,298653,5161,248
100750756,4282,74302,298655,5162,2766
100767749,43,224020,298657,5167,51292
100762703,4329,84095,298690,5168,8833
100767396,4337,107650,298692,5169,249
100751278,4338,18707,298786,517,250
100773024,435,74769,298881,517,251
100758204,4351,18709,298934,51703,27232
100773145,4353,18710,298942,5172,8443
100769087,4357,30955,298947,51727,10007
100751779,4363,23900,298954,51733,2799
100750759,438,18708,299052,518,2805
100761654,440,320207,299112,518,2806
100772148,440138,18706,299159,518.3,8733
100759029,441024,320634,299193,51805,2819
100765000,441531,20975,299195,51809,2820
100756941,443,18797,299201,5198,2821
100752846,444,114875,299203,52,5244
100758980,445,18798,299346,52,23600
100758689,445329,18795,299511,52.3,2875
100772970,4482,269437,299566,5207,2876
100758598,4507,234779,299567,5208,2877
100770799,4508,433022,299604,5209,2878
100767752,4509,269615,299638,521,2879
100774607,4512,72469,299699,5210,257202
100758020,4513,5334,299732,5211,2882
100756279,4514,18802,299735,5211,262
100766986,4519,18799,299756,5213,9380
100758958,4522,74055,299825,5214,2936
100754480,4524,18796,299851,522,2937
100771661,4534,18803,299857,522,2938
100751753,4535,18705,299907,522.3,2944
103158535,4536,240752,299971,522.4,2950
100765484,4537,18704,299976,522.5,2954
100765774,4538,18718,300027,5223,2978
100773599,4539,108083,300035,5224,270
100763644,4540,18711,300036,5224,2977
100753849,4541,117150,300046,5226,2982
100753439,4548,225326,300047,523,2974
100689102,4552,67292,300051,5230,2983
100753846,4594,14755,300067,5232,2984
100764157,4597,56176,300083,5236,3000
100767410,4598,110417,300088,5238,271
100764721,4638,18700,300089,5240,2986
100755599,4645,18674,300129,5244,2987
100768396,4668,20531,300284,5244,2990
100751202,4669,20505,300328,5244.3,2992
100765077,4677,105355,300438,525,272
100760626,47,319848,300443,5250,8908
100761203,471,20504,300668,5250,2997
100752840,4758,20515,300674,5250.3,2998
100755324,476,20516,300677,5250.4,275
100757273,477,142681,300691,526,276
100774340,478,2544,300723,5264,277
100766065,479,66286,300726,527,278
100768751,48,66624,300741,5277,279
100751457,480,76687,300757,5277,280
100761589,481,69019,300759,5277.3,9563
100752265,482,56529,300783,5279,23498
100762198,483,54128,300790,5279,3033
100759794,4830,29858,300850,528,3028
100773325,4831,68603,300886,528,3030
100766024,4832,271424,300901,5281,3032
100759203,4833,27399,300981,5281,3029
100750580,4835,76500,300985,5283,3034
100763194,4836,22361,300993,5286,54363
100750732,4837,55350,301005,5287,51179
100774657,4842,26464,301010,5288,3036
100689402,4843,269614,301014,5289,3037
100771246,4846,74450,301083,529,3038
100768948,486,211347,301115,5290,3067
100769224,4860,75735,301118,5291,9843
100767138,4864,67895,301120,5293,3073
100770034,487,67916,301155,5294,3074
100762166,488,50784,301221,5295,3081
100766757,489,19012,301246,5295,11112
100774222,4891,74776,301254,5295.3,26275
100773350,490,17025,301264,5296,3098
100763456,4907,66812,301265,5297,3099
100755723,491,110821,301384,5298,3101
100754767,492,66904,301517,53,3141
100767739,493,106564,301525,5305,3145
100755056,493869,19044,301543,5313,290
100751305,493911,13861,301544,5313,3155
100751451,4942,17523,301595,5315,3156
100774732,4948,237823,301622,5315,3157
100754773,495,56189,301742,5315.3,3158
100754488,4952,19125,302302,5319,3162
100759503,4953,18453,302421,5320,3163
100762555,496,18452,302425,5321,3176
100756550,4967,18451,302489,5322,4363
100774725,498,24059,302499,533,3242
100765858,50,28250,302640,5330,3251
100758982,5002,108115,302642,5331,9653
100755378,5009,108116,302668,5332,9957
100754978,501,20517,302669,5332,9956
100756617,5019,240332,302915,5333,9955
100763214,5033,75456,302972,5334,9953
100762184,5034,110639,302995,53343,9951
100753219,5048,19139,303100,53343,9394
100766080,50484,107272,303148,53343.3,3290
100770062,50487,8781,303179,5335,3291
100761944,5049,100678,303205,5335,3292
100757548,5050,19210,303218,53354,3294
103160952,50506,27388,303272,53354,3293
100761248,5051,171210,303277,53354.3,3295
100736557,50515,170789,303306,5336,51478
100767862,5053,19286,303333,5337,3283
100689467,506,20229,303413,5338,3284
100755186,50617,69215,303414,534,1244
100755461,5066,216134,303469,534,8372
100751347,5068,18746,303563,535,3417
100767338,50700,18770,303565,5351,3418
100772408,50808,66260,303612,5352,3419
100762253,50814,22271,303671,5352,3420
100751193,509,14863,303673,53630,3421
103161689,5091,107605,303676,5372,3422
103160327,5092,19682,303692,5373,3423
100767419,5095,242285,303698,53905,3425
100759418,5096,235033,303702,53905,8714
100770004,51,98711,303729,53919,314
100773005,51004,77974,303745,53947,10257
100689314,51005,17252,303755,5406,8639
100760677,51022,105014,303772,5407,316
100761433,51031,108841,303790,5408,10057
100765172,5105,20133,303872,5409,6833
100771604,51056,20135,303879,54187,10060
100751941,5106,225994,303903,54344,3612
100751071,51067,66646,303905,54344,3613
100774083,51071,19895,303923,54363,3614
100753220,51074,20444,304023,54407,3615
100767563,51082,20443,304024,54480,3620
100751382,51084,20442,304078,54490,11185
100761681,51086,6487,304208,54511,3628
100757667,51095,20440,304289,54575,3631
100757381,51097,338362,304300,54576,8821
100759190,51099,23908,304322,5464,3632
100762211,5110,15931,304429,54675,3633
100772552,51102,628779,304500,54677,3635
103158533,51109,319415,304528,54682,3636
100759787,51126,15476,304542,5471,215
100760248,51129,195646,304567,5476,3658
100763652,51144,54710,304573,54872,3704
100765152,51146,15478,304784,549,3706
100752227,51148,328779,304805,54965,3707
100758189,51166,9954,304851,5498,3712
100771594,51167,9952,304860,54981,3767
100761822,51170,72136,304885,55089,353
103158768,51172,59031,304919,55163,3764
103159932,51179,71797,304944,55191,3795
100754028,51181,58250,304978,55217,358
100689301,51196,11881,305021,55224,359
100771969,51205,56773,305149,55229,9365
100751126,51227,54371,305166,55268,360
100763868,51228,26887,305177,55276,361
100767525,51251,23563,305235,55293,362
100768831,51268,76969,305248,55301,8564
100764127,51292,53374,305291,55312,364
100762043,513,60322,305348,55315,343
100766936,5130,50787,305419,55326,366
100753226,51301,50786,305509,55343,8942
100773797,51302,50785,305540,55349,3906
100768523,51312,75612,305571,55350,3931
100757219,51363,30956,305586,55350,3938
100758359,51380,69156,305626,55350.3,3939
100772146,51382,140483,305795,55361,3945
100765247,514,192166,305846,55454,3948
100759781,5141,81535,305889,55500,225
100767393,5142,20322,305935,55501,3988
100764829,51426,20280,306000,55512,3990
100750837,5143,74340,306009,55512,8513
100761752,5144,50880,306012,55568,9388
100763224,51447,109079,306164,55568,383
103164123,51449,20768,306198,55577,384
3979185,51458,55961,306262,55586,4023
3979186,51477,231691,306351,55650,4025
3979189,51478,20540,306375,55790,9227
100770670,51495,20773,306460,55808,4036
100757022,51496,268656,306490,55811,5825
100765757,515,13885,306540,55902,4047
100768321,5152,20397,306544,55902,4048
100764001,51520,241159,306574,55907,4056
100757101,51540,23956,306582,55967,4121
100766809,51547,20454,306586,56052,10905
100768457,51548,56632,306672,5625,11253
103163474,51557,58994,306804,56301,4124
103161269,51559,208449,306808,5631,4122
100756540,51573,268512,306840,5634,4125
100767351,516,243755,306860,56474,4123
100764866,5160,20652,306879,56474,4126
100772782,51601,20810,306950,56548,4128
103158861,51604,20655,307050,56606,4129
100756118,51606,20657,307092,56606,4143
100759281,5161,20656,307212,56623,4144
100755207,51611,20751,307270,56848,27430
100767292,5162,20603,307491,56894,56922
100764018,5163,20775,307492,56894,64087
100762701,5164,14137,307527,56895,4166
100761465,5165,78925,307660,56913,4190
100759549,51651,94224,307759,56922,4191
100766959,5166,11298,307811,56953,4199
100761903,51660,21743,307838,56994,4200
100756398,5167,15567,307848,570,10873
100763079,5168,54613,307852,57026,8972
100772471,5169,20446,307858,57030,4245
100751499,51699,26938,307859,57084,4247
100758725,517,20447,308028,57127,4248
100758878,51700,50935,308069,57134,11320
100768660,51702,20449,308100,57171,11282
100769017,51703,225742,308440,57194,4249
100767657,51706,66945,308445,5723,10724
100750822,5172,66925,308451,5728,4257
100759002,51727,66052,308569,57282,4258
100762374,51728,67680,308576,5730,4259
100763175,51733,211389,308579,57379,4284
100766032,51742,21351,308586,5740,410
100766805,51763,21366,308589,57419,411
100768142,518,76355,308652,5742,23417
100771461,51805,13180,308701,5743,4329
100765588,51816,18115,308757,57468,4351
100774773,5198,105663,308800,57665,4353
3979182,52,116914,308868,57678,4357
100689328,5207,208967,308873,57733,427
100754444,5208,20502,308909,57818,9429
100775032,5209,74419,308993,57835,4507
100764988,521,21881,309004,57835,4512
100766611,5210,83553,309008,57835.3,4513
100760870,5211,29807,309014,57835.4,4514
100750797,5213,72962,309051,5805,4519
100755602,5214,22171,309070,5831,4522
100770579,522,192289,309103,5831,10797
100770644,5223,21991,309111,5832,4524
100773563,5224,286016,309131,5833,10588
100767451,5226,50493,309147,5834,8776
100772543,523,232223,309150,5836,8898
100757306,5230,26462,309207,5837,8897
100762893,5232,212974,309262,58508,4535
100754039,5236,58866,309275,58508,4536
100774095,5238,21990,309301,58510,4537
100757431,5239,216343,309312,586,4538
100762129,5244,56720,309419,5860,435
100757916,525,21391,309434,587,4539
100765445,5250,21823,309449,593,4540
100754222,5255,22178,309465,594,4541
100752642,5256,74246,309512,594,4548
100759795,5257,107652,309513,5959,438
100754681,526,66248,309525,5973,4594
100689361,5260,22232,309527,6005,4597
100757245,5261,22235,309596,60386,440
100757242,5264,242585,309646,60482,4598
100761076,527,58246,309656,60490,443
100754223,5277,70484,309680,60559,445
100768067,5279,229782,309681,6120,4668
100761333,528,67883,309732,6120,4669
100773999,5281,16770,309757,6184,3340
100770445,5283,22234,309812,6185,8509
100751523,5286,100559,309854,622,9348
100766693,5287,22276,309855,622,4694
100755890,5288,22275,310011,622.3,4705
100766880,5289,243537,310155,6240,4695
100766442,529,27411,310218,6241,4696
100765100,5290,108052,310288,6303,4697
3979183,5291,22436,310326,6307,4698
3979184,5293,102448,310378,6309,4700
3979190,5294,233781,310392,6319,4701
3979179,5297,217119,310399,6342,4702
3979178,5298,67880,310467,635,4704
3979180,53,,310506,6389,4706
3979181,5305,,310508,6390,4707
100769185,5313,,310611,6391,4716
100756805,5315,,310625,63917,4708
100758120,5319,,310645,6392,4709
100750675,5320,,310664,64064,4710
100689469,5321,,310667,64078,4711
100763866,5322,,310672,64080,4712
100770090,533,,310685,64087,4713
100761029,5330,,310732,64131,4714
100767893,5331,,310773,64132,4715
100759137,5332,,310801,644,4717
100759532,5333,,310803,6448,4718
100762399,53343,,310808,645,4719
100772462,5335,,310812,64579,4720
100774058,53354,,310848,64600,4722
100754020,5336,,310849,6470,4724
100760443,5337,,310856,6470,4725
100771073,5338,,310864,64711,4726
100762187,534,,310903,6472,374291
100768251,5346,,310935,6476,4728
100766626,535,,311114,64772,4723
100764101,5351,,311168,64781,4729
100764482,5352,,311204,64781,4731
100771311,53630,,311215,6480,4758
100750993,5365,,311341,6480,4759
100774221,5372,,311355,6480.3,4830
100752127,5373,,311368,64802,4831
100758089,539,,311387,64816,4832
100770125,53905,,311422,64816,4833
100775017,53919,,311446,64816.3,4837
100766318,53947,,311487,6482,23530
100767001,54,,311530,6482,4846
100769016,54020,,311569,6483,4860
100767063,5406,,311617,6484,29881
100772306,5407,,311651,64841,28
100753288,5408,,311821,64849,471
100769186,5409,,311833,64849,4881
100757350,54107,,311839,64850,4882
100770033,54187,,311844,6487,476
100755105,5422,,311847,6487,26
100759542,5423,,311849,64871,477
100755955,5424,,311864,6487,478
100765147,5425,,311865,6487.3,4905
100758396,5426,,312086,6487.4,4907
100755431,5427,,312113,6487.5,22978
100757558,5428,,312192,6487.6,481
100769821,5429,,312272,6487.7,318
100771070,5430,,312373,6487.8,482
100761742,5431,,312488,6487.9,11164
100759157,5432,,312495,6489,53343
100760212,5433,,312616,64902,483
100760504,5434,,312634,65010,23439
100754111,54344,,312806,65010,4942
100754402,5435,,312826,65010.3,4952
100773211,5436,,312828,6505,4953
100761491,54363,,312913,6506,4967
100772925,5437,,312952,6507,490
100771448,5438,,312981,6508,26873
100755392,5439,,313047,6508,491
100773805,5440,,313131,6509,492
100768126,54407,,313139,6510,493
100763494,5441,,313210,6511,495
100751162,54414,,313231,6512,30
100762279,5442,,313245,6513,496
100755903,5444,,313339,6514,498
100752620,5445,,313341,6515,10449
100774847,5446,,313373,6517,506
100754895,5447,,313375,6518,509
100751960,54480,,313429,6519,513
100754371,54490,,313481,6520,514
100753198,54495,,313495,6521,31
100769680,54498,,313536,6522,515
103159960,54511,,313560,65220,516
100770431,54545,,313564,6523,517
100763024,54575,,313574,6524,518
100760824,54576,,313611,6526,10476
100766108,54625,,313648,65263,521
103162776,5464,,313689,6528,522
3979188,54658,,313706,6529,9551
100774535,54675,,313744,6530,9390
100772366,54677,,313837,6531,32
100771114,54682,,313843,6532,539
100752739,54704,,313977,6533,523
100754380,5471,,313997,6534,5009
100771541,54716,,314004,6535,5019
100766302,5476,,314140,6536,525
103160361,54802,,314196,6536,526
100757815,54857,,314264,6537,5033
100769978,548596,,314304,6538,8974
100756936,54872,,314312,6539,5034
3979187,54898,,314360,6540,527
100759026,549,,314396,6541,528
103158536,54928,,314416,6542,529
100753128,54938,,314417,6543,5048
100763073,54947,,314438,6546,5049
100767060,54956,,314441,6547,5050
100750995,54963,,314442,6547,5051
100756680,54965,,314553,6547.3,5053
100774015,5498,,314614,6547.4,10606
100774578,54981,,314637,6547.5,53354
100759566,54988,,314641,6547.6,9061
100766212,5499,,314694,6548,9060
100768097,54995,,314800,6549,533
100689330,55,,314999,6550,534
100766505,5500,,315085,6553,8992
